rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8808,a man talks back to a cop and handcuffs him to the table,"[[8899, 1.423507571220398]]","[[8899, 1.423507571220398], [7593, 1.4336857795715332], [7110, 1.4354380369186401], [8416, 1.4373185634613037], [9323, 1.439475417137146]]","[[8899, 1.423507571220398], [7593, 1.4336857795715332], [7110, 1.4354380369186401], [8416, 1.4373185634613037], [9323, 1.439475417137146], [7822, 1.444530725479126], [9404, 1.4507063627243042], [8315, 1.454278588294983], [7732, 1.4544732570648193], [7211, 1.4587593078613281]]","[[8899, 1.423507571220398], [7593, 1.4336857795715332], [7110, 1.4354380369186401], [8416, 1.4373185634613037], [9323, 1.439475417137146], [7822, 1.444530725479126], [9404, 1.4507063627243042], [8315, 1.454278588294983], [7732, 1.4544732570648193], [7211, 1.4587593078613281], [8302, 1.4597010612487793], [9230, 1.4631078243255615], [8129, 1.4660416841506958], [8834, 1.4663269519805908], [7820, 1.4663559198379517]]",8808
video7159,a group discusses a man s outfit,"[[9245, 1.4128293991088867]]","[[9245, 1.4128293991088867], [7110, 1.4141082763671875], [9131, 1.4256213903427124], [7116, 1.4284937381744385], [8945, 1.441941499710083]]","[[9245, 1.4128293991088867], [7110, 1.4141082763671875], [9131, 1.4256213903427124], [7116, 1.4284937381744385], [8945, 1.441941499710083], [9235, 1.4443542957305908], [7418, 1.4450113773345947], [7112, 1.446164846420288], [8796, 1.4482274055480957], [9829, 1.4538915157318115]]","[[9245, 1.4128293991088867], [7110, 1.4141082763671875], [9131, 1.4256213903427124], [7116, 1.4284937381744385], [8945, 1.441941499710083], [9235, 1.4443542957305908], [7418, 1.4450113773345947], [7112, 1.446164846420288], [8796, 1.4482274055480957], [9829, 1.4538915157318115], [9744, 1.4560216665267944], [8346, 1.456470251083374], [8899, 1.4566372632980347], [8831, 1.4583029747009277], [7234, 1.4585239887237549]]",7159
video9418,a man in black suit is talking about deforestation and about climate change,"[[9406, 1.41066575050354]]","[[9406, 1.41066575050354], [9418, 1.4261727333068848], [7589, 1.4319543838500977], [9028, 1.43265700340271], [8243, 1.4334447383880615]]","[[9406, 1.41066575050354], [9418, 1.4261727333068848], [7589, 1.4319543838500977], [9028, 1.43265700340271], [8243, 1.4334447383880615], [8917, 1.438964605331421], [7412, 1.439855933189392], [7215, 1.4426835775375366], [9404, 1.445030927658081], [9203, 1.4473391771316528]]","[[9406, 1.41066575050354], [9418, 1.4261727333068848], [7589, 1.4319543838500977], [9028, 1.43265700340271], [8243, 1.4334447383880615], [8917, 1.438964605331421], [7412, 1.439855933189392], [7215, 1.4426835775375366], [9404, 1.445030927658081], [9203, 1.4473391771316528], [9821, 1.4483256340026855], [9690, 1.4484031200408936], [8346, 1.4499046802520752], [8905, 1.4510833024978638], [7854, 1.4572842121124268]]",9418
video7724,a lady describes about workout and exercises for women,"[[7724, 1.4016940593719482]]","[[7724, 1.4016940593719482], [8123, 1.4125666618347168], [8322, 1.4191718101501465], [8488, 1.4431023597717285], [9575, 1.4458497762680054]]","[[7724, 1.4016940593719482], [8123, 1.4125666618347168], [8322, 1.4191718101501465], [8488, 1.4431023597717285], [9575, 1.4458497762680054], [7580, 1.452131748199463], [8254, 1.4555002450942993], [8267, 1.4595351219177246], [8317, 1.4597216844558716], [7610, 1.460806131362915]]","[[7724, 1.4016940593719482], [8123, 1.4125666618347168], [8322, 1.4191718101501465], [8488, 1.4431023597717285], [9575, 1.4458497762680054], [7580, 1.452131748199463], [8254, 1.4555002450942993], [8267, 1.4595351219177246], [8317, 1.4597216844558716], [7610, 1.460806131362915], [7348, 1.4618494510650635], [7231, 1.4652248620986938], [8669, 1.4704078435897827], [9822, 1.471771478652954], [8899, 1.4725947380065918]]",7724
video7799,somebody slices white onion with sharp knife on the table,"[[7966, 1.3170453310012817]]","[[7966, 1.3170453310012817], [9798, 1.3220362663269043], [7554, 1.3223122358322144], [7799, 1.365856647491455], [8514, 1.3685882091522217]]","[[7966, 1.3170453310012817], [9798, 1.3220362663269043], [7554, 1.3223122358322144], [7799, 1.365856647491455], [8514, 1.3685882091522217], [9684, 1.3772011995315552], [9256, 1.3999123573303223], [9349, 1.4003218412399292], [7939, 1.4026261568069458], [8686, 1.4028124809265137]]","[[7966, 1.3170453310012817], [9798, 1.3220362663269043], [7554, 1.3223122358322144], [7799, 1.365856647491455], [8514, 1.3685882091522217], [9684, 1.3772011995315552], [9256, 1.3999123573303223], [9349, 1.4003218412399292], [7939, 1.4026261568069458], [8686, 1.4028124809265137], [8772, 1.4043169021606445], [9687, 1.4059863090515137], [7695, 1.4131157398223877], [7376, 1.4158437252044678], [7559, 1.4182212352752686]]",7799
video7613,a female journalist wearing a purple shirt and white blazer is talking on a news show next to the image of a male in a dark suit,"[[7469, 1.3167517185211182]]","[[7469, 1.3167517185211182], [8333, 1.3403860330581665], [7754, 1.347536325454712], [9690, 1.3502672910690308], [8783, 1.3513662815093994]]","[[7469, 1.3167517185211182], [8333, 1.3403860330581665], [7754, 1.347536325454712], [9690, 1.3502672910690308], [8783, 1.3513662815093994], [8789, 1.352015495300293], [8826, 1.355361819267273], [7145, 1.3591134548187256], [9205, 1.3595592975616455], [9882, 1.3664040565490723]]","[[7469, 1.3167517185211182], [8333, 1.3403860330581665], [7754, 1.347536325454712], [9690, 1.3502672910690308], [8783, 1.3513662815093994], [8789, 1.352015495300293], [8826, 1.355361819267273], [7145, 1.3591134548187256], [9205, 1.3595592975616455], [9882, 1.3664040565490723], [8254, 1.3679440021514893], [8930, 1.3776190280914307], [7234, 1.3812941312789917], [7549, 1.3819853067398071], [7580, 1.385553002357483]]",7613
video9698,a women is talking about the books she likes and the second favourite one is the amc the walking dead,"[[8868, 1.4373564720153809]]","[[8868, 1.4373564720153809], [7724, 1.4381165504455566], [8684, 1.4383918046951294], [7215, 1.4408245086669922], [9419, 1.4417109489440918]]","[[8868, 1.4373564720153809], [7724, 1.4381165504455566], [8684, 1.4383918046951294], [7215, 1.4408245086669922], [9419, 1.4417109489440918], [7341, 1.4438213109970093], [7964, 1.450498104095459], [9575, 1.4531278610229492], [8254, 1.453955888748169], [8783, 1.4550979137420654]]","[[8868, 1.4373564720153809], [7724, 1.4381165504455566], [8684, 1.4383918046951294], [7215, 1.4408245086669922], [9419, 1.4417109489440918], [7341, 1.4438213109970093], [7964, 1.450498104095459], [9575, 1.4531278610229492], [8254, 1.453955888748169], [8783, 1.4550979137420654], [8826, 1.4568464756011963], [9205, 1.4612221717834473], [8068, 1.4628193378448486], [8832, 1.4630382061004639], [7680, 1.4707326889038086]]",9698
video7799,a guy chops up garlic and pours it over chicken frying in a pan,"[[9335, 1.2667561769485474]]","[[9335, 1.2667561769485474], [7376, 1.3162195682525635], [9798, 1.333117961883545], [7554, 1.3342139720916748], [8479, 1.337327480316162]]","[[9335, 1.2667561769485474], [7376, 1.3162195682525635], [9798, 1.333117961883545], [7554, 1.3342139720916748], [8479, 1.337327480316162], [7165, 1.3373358249664307], [8834, 1.3377012014389038], [7966, 1.3424979448318481], [7799, 1.346459150314331], [7695, 1.351895809173584]]","[[9335, 1.2667561769485474], [7376, 1.3162195682525635], [9798, 1.333117961883545], [7554, 1.3342139720916748], [8479, 1.337327480316162], [7165, 1.3373358249664307], [8834, 1.3377012014389038], [7966, 1.3424979448318481], [7799, 1.346459150314331], [7695, 1.351895809173584], [8300, 1.3610069751739502], [8489, 1.3631858825683594], [9625, 1.3654015064239502], [8514, 1.3654751777648926], [7911, 1.3686001300811768]]",7799
video9975,a yellow sports car with a guy speaking about the car,"[[9975, 1.3608858585357666]]","[[9975, 1.3608858585357666], [7110, 1.3736934661865234], [7616, 1.3743963241577148], [8901, 1.3854080438613892], [9677, 1.39127779006958]]","[[9975, 1.3608858585357666], [7110, 1.3736934661865234], [7616, 1.3743963241577148], [8901, 1.3854080438613892], [9677, 1.39127779006958], [7506, 1.4015052318572998], [9228, 1.4031002521514893], [9535, 1.4034802913665771], [8973, 1.4111329317092896], [7354, 1.4245747327804565]]","[[9975, 1.3608858585357666], [7110, 1.3736934661865234], [7616, 1.3743963241577148], [8901, 1.3854080438613892], [9677, 1.39127779006958], [7506, 1.4015052318572998], [9228, 1.4031002521514893], [9535, 1.4034802913665771], [8973, 1.4111329317092896], [7354, 1.4245747327804565], [9885, 1.429282546043396], [9331, 1.4302946329116821], [7752, 1.4317299127578735], [7844, 1.4335662126541138], [9690, 1.4350298643112183]]",9975
video7731,fox newscasters discuss chris christie and his poll numbers,"[[9223, 1.353053092956543]]","[[9223, 1.353053092956543], [7731, 1.355703592300415], [7234, 1.3907040357589722], [8175, 1.436536431312561], [8789, 1.441907286643982]]","[[9223, 1.353053092956543], [7731, 1.355703592300415], [7234, 1.3907040357589722], [8175, 1.436536431312561], [8789, 1.441907286643982], [9512, 1.4487416744232178], [7158, 1.4650778770446777], [8824, 1.4758350849151611], [8464, 1.4789432287216187], [8494, 1.4866113662719727]]","[[9223, 1.353053092956543], [7731, 1.355703592300415], [7234, 1.3907040357589722], [8175, 1.436536431312561], [8789, 1.441907286643982], [9512, 1.4487416744232178], [7158, 1.4650778770446777], [8824, 1.4758350849151611], [8464, 1.4789432287216187], [8494, 1.4866113662719727], [7754, 1.5010265111923218], [9204, 1.504101276397705], [9692, 1.5041395425796509], [7231, 1.5046677589416504], [8864, 1.5087053775787354]]",7731
video9685,people practising marshal arts,"[[8267, 1.3903108835220337]]","[[8267, 1.3903108835220337], [7214, 1.3996714353561401], [9813, 1.4056005477905273], [9511, 1.4137334823608398], [7688, 1.4155664443969727]]","[[8267, 1.3903108835220337], [7214, 1.3996714353561401], [9813, 1.4056005477905273], [9511, 1.4137334823608398], [7688, 1.4155664443969727], [7544, 1.4164081811904907], [7780, 1.4165903329849243], [9328, 1.4166862964630127], [7616, 1.4167635440826416], [8125, 1.417728066444397]]","[[8267, 1.3903108835220337], [7214, 1.3996714353561401], [9813, 1.4056005477905273], [9511, 1.4137334823608398], [7688, 1.4155664443969727], [7544, 1.4164081811904907], [7780, 1.4165903329849243], [9328, 1.4166862964630127], [7616, 1.4167635440826416], [8125, 1.417728066444397], [9773, 1.4224328994750977], [7765, 1.4246211051940918], [7219, 1.4267702102661133], [8622, 1.426792860031128], [8819, 1.427058219909668]]",9685
video7829,someone is putting a skeleton slide on a projector,"[[7829, 1.4099701642990112]]","[[7829, 1.4099701642990112], [9508, 1.4447405338287354], [8626, 1.4462342262268066], [9517, 1.4706227779388428], [7343, 1.4710814952850342]]","[[7829, 1.4099701642990112], [9508, 1.4447405338287354], [8626, 1.4462342262268066], [9517, 1.4706227779388428], [7343, 1.4710814952850342], [7820, 1.4774024486541748], [7732, 1.4777863025665283], [8622, 1.48223876953125], [8121, 1.4822932481765747], [7593, 1.4850239753723145]]","[[7829, 1.4099701642990112], [9508, 1.4447405338287354], [8626, 1.4462342262268066], [9517, 1.4706227779388428], [7343, 1.4710814952850342], [7820, 1.4774024486541748], [7732, 1.4777863025665283], [8622, 1.48223876953125], [8121, 1.4822932481765747], [7593, 1.4850239753723145], [9755, 1.4850281476974487], [9878, 1.4894826412200928], [9249, 1.4897987842559814], [7963, 1.4906702041625977], [8804, 1.4915931224822998]]",7829
video7969,views of two persons working on the super computer with the head phones on,"[[8472, 1.4068626165390015]]","[[8472, 1.4068626165390015], [8328, 1.420583963394165], [8804, 1.432344675064087], [7369, 1.433144450187683], [7685, 1.4411016702651978]]","[[8472, 1.4068626165390015], [8328, 1.420583963394165], [8804, 1.432344675064087], [7369, 1.433144450187683], [7685, 1.4411016702651978], [8626, 1.4471074342727661], [7969, 1.461650013923645], [7343, 1.4636197090148926], [7365, 1.4636484384536743], [9744, 1.4636821746826172]]","[[8472, 1.4068626165390015], [8328, 1.420583963394165], [8804, 1.432344675064087], [7369, 1.433144450187683], [7685, 1.4411016702651978], [8626, 1.4471074342727661], [7969, 1.461650013923645], [7343, 1.4636197090148926], [7365, 1.4636484384536743], [9744, 1.4636821746826172], [8909, 1.465083122253418], [7546, 1.465538501739502], [7171, 1.47078275680542], [7916, 1.475845217704773], [8473, 1.4762492179870605]]",7969
video9775,a man speaks to children in a classroom,"[[9775, 1.354825735092163]]","[[9775, 1.354825735092163], [7134, 1.3738923072814941], [8331, 1.382012128829956], [7843, 1.382586121559143], [9404, 1.4252368211746216]]","[[9775, 1.354825735092163], [7134, 1.3738923072814941], [8331, 1.382012128829956], [7843, 1.382586121559143], [9404, 1.4252368211746216], [9474, 1.4254134893417358], [9777, 1.4260544776916504], [9908, 1.4347023963928223], [7491, 1.4379132986068726], [9350, 1.4602495431900024]]","[[9775, 1.354825735092163], [7134, 1.3738923072814941], [8331, 1.382012128829956], [7843, 1.382586121559143], [9404, 1.4252368211746216], [9474, 1.4254134893417358], [9777, 1.4260544776916504], [9908, 1.4347023963928223], [7491, 1.4379132986068726], [9350, 1.4602495431900024], [8346, 1.4635493755340576], [8472, 1.4653174877166748], [9117, 1.4664866924285889], [8804, 1.467047095298767], [7110, 1.468743085861206]]",9775
video7410,vladmir putin talks on the news about the fight against terrorism,"[[7410, 1.3187315464019775]]","[[7410, 1.3187315464019775], [7469, 1.4386637210845947], [8243, 1.4676308631896973], [9205, 1.4694005250930786], [7201, 1.4697415828704834]]","[[7410, 1.3187315464019775], [7469, 1.4386637210845947], [8243, 1.4676308631896973], [9205, 1.4694005250930786], [7201, 1.4697415828704834], [9236, 1.471660852432251], [7967, 1.475890040397644], [8346, 1.4778311252593994], [8333, 1.4779748916625977], [7825, 1.4788627624511719]]","[[7410, 1.3187315464019775], [7469, 1.4386637210845947], [8243, 1.4676308631896973], [9205, 1.4694005250930786], [7201, 1.4697415828704834], [9236, 1.471660852432251], [7967, 1.475890040397644], [8346, 1.4778311252593994], [8333, 1.4779748916625977], [7825, 1.4788627624511719], [8626, 1.4793214797973633], [8906, 1.479537010192871], [7211, 1.4828706979751587], [8420, 1.484735131263733], [9450, 1.4852256774902344]]",7410
video8116,a dad plays video games with his son,"[[7593, 1.4253214597702026]]","[[7593, 1.4253214597702026], [9320, 1.4417815208435059], [7969, 1.447481632232666], [8815, 1.449141025543213], [9324, 1.454168677330017]]","[[7593, 1.4253214597702026], [9320, 1.4417815208435059], [7969, 1.447481632232666], [8815, 1.449141025543213], [9324, 1.454168677330017], [8626, 1.4572710990905762], [7685, 1.463735818862915], [7780, 1.4641176462173462], [7363, 1.4685440063476562], [7359, 1.4701859951019287]]","[[7593, 1.4253214597702026], [9320, 1.4417815208435059], [7969, 1.447481632232666], [8815, 1.449141025543213], [9324, 1.454168677330017], [8626, 1.4572710990905762], [7685, 1.463735818862915], [7780, 1.4641176462173462], [7363, 1.4685440063476562], [7359, 1.4701859951019287], [8459, 1.4702930450439453], [8828, 1.4736213684082031], [7798, 1.4741859436035156], [7232, 1.4749739170074463], [8492, 1.476635217666626]]",8116
video8348,a woman looks after abandoned children for free in her home,"[[8348, 1.3504564762115479]]","[[8348, 1.3504564762115479], [9871, 1.4185739755630493], [7466, 1.4252138137817383], [8899, 1.4258636236190796], [8604, 1.4299347400665283]]","[[8348, 1.3504564762115479], [9871, 1.4185739755630493], [7466, 1.4252138137817383], [8899, 1.4258636236190796], [8604, 1.4299347400665283], [9908, 1.4318125247955322], [8123, 1.4319682121276855], [9228, 1.435389518737793], [7201, 1.4429740905761719], [9307, 1.4444924592971802]]","[[8348, 1.3504564762115479], [9871, 1.4185739755630493], [7466, 1.4252138137817383], [8899, 1.4258636236190796], [8604, 1.4299347400665283], [9908, 1.4318125247955322], [8123, 1.4319682121276855], [9228, 1.435389518737793], [7201, 1.4429740905761719], [9307, 1.4444924592971802], [8018, 1.4476473331451416], [7822, 1.4480230808258057], [8815, 1.4491875171661377], [7364, 1.4492738246917725], [7843, 1.4561071395874023]]",8348
video9251,a group of people are stamp dancing on stage in front of a crowd,"[[8324, 1.3873708248138428]]","[[8324, 1.3873708248138428], [9063, 1.3922752141952515], [7558, 1.4134302139282227], [8926, 1.421350359916687], [9834, 1.430384635925293]]","[[8324, 1.3873708248138428], [9063, 1.3922752141952515], [7558, 1.4134302139282227], [8926, 1.421350359916687], [9834, 1.430384635925293], [8466, 1.4314396381378174], [8445, 1.4331024885177612], [7141, 1.4340531826019287], [7444, 1.4371651411056519], [8014, 1.4400306940078735]]","[[8324, 1.3873708248138428], [9063, 1.3922752141952515], [7558, 1.4134302139282227], [8926, 1.421350359916687], [9834, 1.430384635925293], [8466, 1.4314396381378174], [8445, 1.4331024885177612], [7141, 1.4340531826019287], [7444, 1.4371651411056519], [8014, 1.4400306940078735], [9243, 1.4516847133636475], [9131, 1.4605759382247925], [7596, 1.461511492729187], [7772, 1.461643934249878], [9518, 1.4637573957443237]]",9251
