rel_video_id,query,top1,top5,top10,top15,ground_truth
video8808,a man talks back to a cop and handcuffs him to the table,"[[9520, 1.450305700302124]]","[[9520, 1.450305700302124], [8808, 1.457780361175537], [8829, 1.4623490571975708], [9323, 1.5178852081298828], [9811, 1.5185964107513428]]","[[9520, 1.450305700302124], [8808, 1.457780361175537], [8829, 1.4623490571975708], [9323, 1.5178852081298828], [9811, 1.5185964107513428], [9833, 1.52754807472229], [7686, 1.5302577018737793], [8315, 1.5353052616119385], [9919, 1.5441449880599976], [7114, 1.5446975231170654]]","[[9520, 1.450305700302124], [8808, 1.457780361175537], [8829, 1.4623490571975708], [9323, 1.5178852081298828], [9811, 1.5185964107513428], [9833, 1.52754807472229], [7686, 1.5302577018737793], [8315, 1.5353052616119385], [9919, 1.5441449880599976], [7114, 1.5446975231170654], [8249, 1.5469558238983154], [9322, 1.5490878820419312], [9752, 1.5528881549835205], [9517, 1.555248737335205], [8922, 1.5589773654937744]]",8808
video7159,a group discusses a man s outfit,"[[7418, 1.4732825756072998]]","[[7418, 1.4732825756072998], [7175, 1.4935048818588257], [8259, 1.4961862564086914], [8821, 1.4966161251068115], [7234, 1.507794737815857]]","[[7418, 1.4732825756072998], [7175, 1.4935048818588257], [8259, 1.4961862564086914], [8821, 1.4966161251068115], [7234, 1.507794737815857], [9245, 1.5093549489974976], [7548, 1.5163962841033936], [9885, 1.5165784358978271], [7371, 1.5171308517456055], [7116, 1.5175423622131348]]","[[7418, 1.4732825756072998], [7175, 1.4935048818588257], [8259, 1.4961862564086914], [8821, 1.4966161251068115], [7234, 1.507794737815857], [9245, 1.5093549489974976], [7548, 1.5163962841033936], [9885, 1.5165784358978271], [7371, 1.5171308517456055], [7116, 1.5175423622131348], [7755, 1.5179311037063599], [8917, 1.519028663635254], [8346, 1.5199087858200073], [8932, 1.5237759351730347], [8337, 1.5242633819580078]]",7159
video9418,a man in black suit is talking about deforestation and about climate change,"[[7890, 1.476186752319336]]","[[7890, 1.476186752319336], [9692, 1.4901702404022217], [9406, 1.5000274181365967], [7790, 1.5030817985534668], [7834, 1.5138676166534424]]","[[7890, 1.476186752319336], [9692, 1.4901702404022217], [9406, 1.5000274181365967], [7790, 1.5030817985534668], [7834, 1.5138676166534424], [9418, 1.5176336765289307], [9821, 1.5248428583145142], [7412, 1.5252866744995117], [7753, 1.5255745649337769], [8269, 1.5352818965911865]]","[[7890, 1.476186752319336], [9692, 1.4901702404022217], [9406, 1.5000274181365967], [7790, 1.5030817985534668], [7834, 1.5138676166534424], [9418, 1.5176336765289307], [9821, 1.5248428583145142], [7412, 1.5252866744995117], [7753, 1.5255745649337769], [8269, 1.5352818965911865], [8120, 1.535555124282837], [8822, 1.537052035331726], [7215, 1.5370646715164185], [8864, 1.5433690547943115], [8905, 1.5440664291381836]]",9418
video7724,a lady describes about workout and exercises for women,"[[7580, 1.5090610980987549]]","[[7580, 1.5090610980987549], [8322, 1.5144577026367188], [9824, 1.5192557573318481], [7724, 1.522902250289917], [8928, 1.5424011945724487]]","[[7580, 1.5090610980987549], [8322, 1.5144577026367188], [9824, 1.5192557573318481], [7724, 1.522902250289917], [8928, 1.5424011945724487], [8669, 1.5482282638549805], [9830, 1.5524969100952148], [7231, 1.5587196350097656], [8264, 1.560158133506775], [9225, 1.564510703086853]]","[[7580, 1.5090610980987549], [8322, 1.5144577026367188], [9824, 1.5192557573318481], [7724, 1.522902250289917], [8928, 1.5424011945724487], [8669, 1.5482282638549805], [9830, 1.5524969100952148], [7231, 1.5587196350097656], [8264, 1.560158133506775], [9225, 1.564510703086853], [8783, 1.5653719902038574], [8899, 1.565659999847412], [9793, 1.5672390460968018], [9419, 1.5673314332962036], [8999, 1.569098949432373]]",7724
video7799,somebody slices white onion with sharp knife on the table,"[[9798, 1.3296034336090088]]","[[9798, 1.3296034336090088], [7966, 1.3920037746429443], [9684, 1.4399607181549072], [8686, 1.4598373174667358], [7554, 1.4600486755371094]]","[[9798, 1.3296034336090088], [7966, 1.3920037746429443], [9684, 1.4399607181549072], [8686, 1.4598373174667358], [7554, 1.4600486755371094], [9356, 1.4796037673950195], [7799, 1.5158509016036987], [8325, 1.5163159370422363], [7968, 1.5235322713851929], [9687, 1.523948311805725]]","[[9798, 1.3296034336090088], [7966, 1.3920037746429443], [9684, 1.4399607181549072], [8686, 1.4598373174667358], [7554, 1.4600486755371094], [9356, 1.4796037673950195], [7799, 1.5158509016036987], [8325, 1.5163159370422363], [7968, 1.5235322713851929], [9687, 1.523948311805725], [7213, 1.528920292854309], [7559, 1.541580319404602], [7939, 1.5476765632629395], [8915, 1.548203468322754], [9537, 1.5524017810821533]]",7799
video7613,a female journalist wearing a purple shirt and white blazer is talking on a news show next to the image of a male in a dark suit,"[[7613, 1.4227917194366455]]","[[7613, 1.4227917194366455], [7145, 1.452230453491211], [8789, 1.48257315158844], [8311, 1.4897241592407227], [9204, 1.4955121278762817]]","[[7613, 1.4227917194366455], [7145, 1.452230453491211], [8789, 1.48257315158844], [8311, 1.4897241592407227], [9204, 1.4955121278762817], [7834, 1.522956371307373], [7790, 1.5229822397232056], [7947, 1.523655891418457], [7119, 1.5253633260726929], [9205, 1.5288646221160889]]","[[7613, 1.4227917194366455], [7145, 1.452230453491211], [8789, 1.48257315158844], [8311, 1.4897241592407227], [9204, 1.4955121278762817], [7834, 1.522956371307373], [7790, 1.5229822397232056], [7947, 1.523655891418457], [7119, 1.5253633260726929], [9205, 1.5288646221160889], [7753, 1.5301114320755005], [7731, 1.5392389297485352], [8650, 1.5414812564849854], [8120, 1.5450528860092163], [8864, 1.545382022857666]]",7613
video9698,a women is talking about the books she likes and the second favourite one is the amc the walking dead,"[[8254, 1.4462254047393799]]","[[8254, 1.4462254047393799], [8684, 1.4621572494506836], [8868, 1.4649505615234375], [8789, 1.4695217609405518], [9419, 1.4769572019577026]]","[[8254, 1.4462254047393799], [8684, 1.4621572494506836], [8868, 1.4649505615234375], [8789, 1.4695217609405518], [9419, 1.4769572019577026], [9698, 1.487967610359192], [9237, 1.4889216423034668], [9816, 1.4906816482543945], [8783, 1.5011225938796997], [7964, 1.502001404762268]]","[[8254, 1.4462254047393799], [8684, 1.4621572494506836], [8868, 1.4649505615234375], [8789, 1.4695217609405518], [9419, 1.4769572019577026], [9698, 1.487967610359192], [9237, 1.4889216423034668], [9816, 1.4906816482543945], [8783, 1.5011225938796997], [7964, 1.502001404762268], [9205, 1.5060824155807495], [8068, 1.5091191530227661], [7549, 1.5092217922210693], [9780, 1.5122252702713013], [8752, 1.5134109258651733]]",9698
video7799,a guy chops up garlic and pours it over chicken frying in a pan,"[[9335, 1.5020623207092285]]","[[9335, 1.5020623207092285], [9333, 1.5060428380966187], [7799, 1.5247329473495483], [9687, 1.5337755680084229], [8479, 1.5460036993026733]]","[[9335, 1.5020623207092285], [9333, 1.5060428380966187], [7799, 1.5247329473495483], [9687, 1.5337755680084229], [8479, 1.5460036993026733], [7147, 1.5533056259155273], [8300, 1.5592271089553833], [8834, 1.5627682209014893], [8656, 1.567659616470337], [9689, 1.5706334114074707]]","[[9335, 1.5020623207092285], [9333, 1.5060428380966187], [7799, 1.5247329473495483], [9687, 1.5337755680084229], [8479, 1.5460036993026733], [7147, 1.5533056259155273], [8300, 1.5592271089553833], [8834, 1.5627682209014893], [8656, 1.567659616470337], [9689, 1.5706334114074707], [7968, 1.576373815536499], [9309, 1.577715516090393], [8056, 1.5801525115966797], [7559, 1.5819084644317627], [9694, 1.5865867137908936]]",7799
video9975,a yellow sports car with a guy speaking about the car,"[[9975, 1.4028189182281494]]","[[9975, 1.4028189182281494], [7506, 1.5016968250274658], [9508, 1.5134525299072266], [8901, 1.5195033550262451], [7616, 1.5219124555587769]]","[[9975, 1.4028189182281494], [7506, 1.5016968250274658], [9508, 1.5134525299072266], [8901, 1.5195033550262451], [7616, 1.5219124555587769], [7110, 1.523740291595459], [7151, 1.55247962474823], [7752, 1.5620654821395874], [7844, 1.5633790493011475], [9535, 1.5760130882263184]]","[[9975, 1.4028189182281494], [7506, 1.5016968250274658], [9508, 1.5134525299072266], [8901, 1.5195033550262451], [7616, 1.5219124555587769], [7110, 1.523740291595459], [7151, 1.55247962474823], [7752, 1.5620654821395874], [7844, 1.5633790493011475], [9535, 1.5760130882263184], [9885, 1.5804181098937988], [9206, 1.5812379121780396], [7026, 1.5834776163101196], [8819, 1.5865142345428467], [9825, 1.589983344078064]]",9975
video7731,fox newscasters discuss chris christie and his poll numbers,"[[9223, 1.447129726409912]]","[[9223, 1.447129726409912], [8864, 1.4808177947998047], [8175, 1.4838595390319824], [7731, 1.4845681190490723], [7158, 1.494744062423706]]","[[9223, 1.447129726409912], [8864, 1.4808177947998047], [8175, 1.4838595390319824], [7731, 1.4845681190490723], [7158, 1.494744062423706], [7613, 1.5069353580474854], [7834, 1.5408360958099365], [7234, 1.5726065635681152], [8464, 1.5744177103042603], [7119, 1.5766465663909912]]","[[9223, 1.447129726409912], [8864, 1.4808177947998047], [8175, 1.4838595390319824], [7731, 1.4845681190490723], [7158, 1.494744062423706], [7613, 1.5069353580474854], [7834, 1.5408360958099365], [7234, 1.5726065635681152], [8464, 1.5744177103042603], [7119, 1.5766465663909912], [8824, 1.5799617767333984], [7754, 1.5822582244873047], [9204, 1.5877857208251953], [8927, 1.5900280475616455], [9037, 1.6001957654953003]]",7731
video9685,people practising marshal arts,"[[8816, 1.4794217348098755]]","[[8816, 1.4794217348098755], [8339, 1.4813587665557861], [7131, 1.491302490234375], [7202, 1.4932290315628052], [9957, 1.495314598083496]]","[[8816, 1.4794217348098755], [8339, 1.4813587665557861], [7131, 1.491302490234375], [7202, 1.4932290315628052], [9957, 1.495314598083496], [7112, 1.4977539777755737], [8936, 1.5016536712646484], [7173, 1.5039784908294678], [9235, 1.508968472480774], [9063, 1.5103049278259277]]","[[8816, 1.4794217348098755], [8339, 1.4813587665557861], [7131, 1.491302490234375], [7202, 1.4932290315628052], [9957, 1.495314598083496], [7112, 1.4977539777755737], [8936, 1.5016536712646484], [7173, 1.5039784908294678], [9235, 1.508968472480774], [9063, 1.5103049278259277], [7544, 1.5156588554382324], [8306, 1.5182394981384277], [8049, 1.5189154148101807], [8791, 1.5201548337936401], [7688, 1.5203659534454346]]",9685
video7829,someone is putting a skeleton slide on a projector,"[[7829, 1.3836302757263184]]","[[7829, 1.3836302757263184], [7786, 1.4606268405914307], [8804, 1.4911590814590454], [8626, 1.4987179040908813], [8328, 1.5195164680480957]]","[[7829, 1.3836302757263184], [7786, 1.4606268405914307], [8804, 1.4911590814590454], [8626, 1.4987179040908813], [8328, 1.5195164680480957], [8924, 1.5272928476333618], [8902, 1.5341525077819824], [7223, 1.5361385345458984], [8903, 1.5395550727844238], [9784, 1.5433869361877441]]","[[7829, 1.3836302757263184], [7786, 1.4606268405914307], [8804, 1.4911590814590454], [8626, 1.4987179040908813], [8328, 1.5195164680480957], [8924, 1.5272928476333618], [8902, 1.5341525077819824], [7223, 1.5361385345458984], [8903, 1.5395550727844238], [9784, 1.5433869361877441], [7350, 1.5435481071472168], [8111, 1.5443105697631836], [9403, 1.5480568408966064], [8121, 1.5510265827178955], [8756, 1.5626956224441528]]",7829
video7969,views of two persons working on the super computer with the head phones on,"[[8472, 1.503549337387085]]","[[8472, 1.503549337387085], [8626, 1.5159080028533936], [7233, 1.5185377597808838], [7685, 1.524614691734314], [7969, 1.5331933498382568]]","[[8472, 1.503549337387085], [8626, 1.5159080028533936], [7233, 1.5185377597808838], [7685, 1.524614691734314], [7969, 1.5331933498382568], [8328, 1.5435912609100342], [7546, 1.5487840175628662], [7166, 1.5585129261016846], [7900, 1.5601084232330322], [8808, 1.5605411529541016]]","[[8472, 1.503549337387085], [8626, 1.5159080028533936], [7233, 1.5185377597808838], [7685, 1.524614691734314], [7969, 1.5331933498382568], [8328, 1.5435912609100342], [7546, 1.5487840175628662], [7166, 1.5585129261016846], [7900, 1.5601084232330322], [8808, 1.5605411529541016], [7114, 1.5677053928375244], [7491, 1.5683562755584717], [7203, 1.5711561441421509], [7432, 1.5714489221572876], [8909, 1.5716925859451294]]",7969
video9775,a man speaks to children in a classroom,"[[9775, 1.4302197694778442]]","[[9775, 1.4302197694778442], [7134, 1.4343079328536987], [7843, 1.464115858078003], [9117, 1.5130971670150757], [9326, 1.5134296417236328]]","[[9775, 1.4302197694778442], [7134, 1.4343079328536987], [7843, 1.464115858078003], [9117, 1.5130971670150757], [9326, 1.5134296417236328], [7375, 1.5144000053405762], [7345, 1.5253088474273682], [9908, 1.5258818864822388], [9777, 1.5273373126983643], [8472, 1.5301512479782104]]","[[9775, 1.4302197694778442], [7134, 1.4343079328536987], [7843, 1.464115858078003], [9117, 1.5130971670150757], [9326, 1.5134296417236328], [7375, 1.5144000053405762], [7345, 1.5253088474273682], [9908, 1.5258818864822388], [9777, 1.5273373126983643], [8472, 1.5301512479782104], [8331, 1.534492015838623], [8257, 1.5510245561599731], [7418, 1.5515270233154297], [8804, 1.557974100112915], [9203, 1.5618962049484253]]",9775
video7410,vladmir putin talks on the news about the fight against terrorism,"[[7410, 1.4008673429489136]]","[[7410, 1.4008673429489136], [8906, 1.5566071271896362], [8311, 1.559008002281189], [7206, 1.565658450126648], [7967, 1.577487826347351]]","[[7410, 1.4008673429489136], [8906, 1.5566071271896362], [8311, 1.559008002281189], [7206, 1.565658450126648], [7967, 1.577487826347351], [9690, 1.5959802865982056], [8333, 1.6039543151855469], [7145, 1.6040642261505127], [8864, 1.6043559312820435], [9235, 1.6109000444412231]]","[[7410, 1.4008673429489136], [8906, 1.5566071271896362], [8311, 1.559008002281189], [7206, 1.565658450126648], [7967, 1.577487826347351], [9690, 1.5959802865982056], [8333, 1.6039543151855469], [7145, 1.6040642261505127], [8864, 1.6043559312820435], [9235, 1.6109000444412231], [9359, 1.6117794513702393], [8243, 1.61542546749115], [7613, 1.6181318759918213], [8934, 1.6226227283477783], [9205, 1.6244149208068848]]",7410
video8116,a dad plays video games with his son,"[[7593, 1.4888174533843994]]","[[7593, 1.4888174533843994], [8815, 1.5075125694274902], [9200, 1.512993574142456], [8863, 1.5201172828674316], [9031, 1.5216015577316284]]","[[7593, 1.4888174533843994], [8815, 1.5075125694274902], [9200, 1.512993574142456], [8863, 1.5201172828674316], [9031, 1.5216015577316284], [8459, 1.5246936082839966], [8578, 1.5248312950134277], [8787, 1.5273098945617676], [9832, 1.5291131734848022], [9909, 1.5294544696807861]]","[[7593, 1.4888174533843994], [8815, 1.5075125694274902], [9200, 1.512993574142456], [8863, 1.5201172828674316], [9031, 1.5216015577316284], [8459, 1.5246936082839966], [8578, 1.5248312950134277], [8787, 1.5273098945617676], [9832, 1.5291131734848022], [9909, 1.5294544696807861], [7552, 1.5313364267349243], [7359, 1.5325274467468262], [8462, 1.5359290838241577], [8077, 1.5360755920410156], [8862, 1.5369651317596436]]",8116
video8348,a woman looks after abandoned children for free in her home,"[[8348, 1.350938081741333]]","[[8348, 1.350938081741333], [9576, 1.4857735633850098], [9322, 1.492522954940796], [7843, 1.4931788444519043], [9237, 1.5089000463485718]]","[[8348, 1.350938081741333], [9576, 1.4857735633850098], [9322, 1.492522954940796], [7843, 1.4931788444519043], [9237, 1.5089000463485718], [9816, 1.510167121887207], [8920, 1.5104548931121826], [9780, 1.5130414962768555], [7782, 1.5136680603027344], [7364, 1.5144991874694824]]","[[8348, 1.350938081741333], [9576, 1.4857735633850098], [9322, 1.492522954940796], [7843, 1.4931788444519043], [9237, 1.5089000463485718], [9816, 1.510167121887207], [8920, 1.5104548931121826], [9780, 1.5130414962768555], [7782, 1.5136680603027344], [7364, 1.5144991874694824], [8392, 1.5195252895355225], [9244, 1.5251774787902832], [7590, 1.526799201965332], [8326, 1.5297975540161133], [8899, 1.530877709388733]]",8348
video9251,a group of people are stamp dancing on stage in front of a crowd,"[[9063, 1.3694926500320435]]","[[9063, 1.3694926500320435], [7141, 1.4221394062042236], [7202, 1.4546144008636475], [8556, 1.4736601114273071], [9243, 1.4774138927459717]]","[[9063, 1.3694926500320435], [7141, 1.4221394062042236], [7202, 1.4546144008636475], [8556, 1.4736601114273071], [9243, 1.4774138927459717], [9251, 1.481360912322998], [9957, 1.4828710556030273], [8914, 1.4880610704421997], [7351, 1.4919440746307373], [7725, 1.4932806491851807]]","[[9063, 1.3694926500320435], [7141, 1.4221394062042236], [7202, 1.4546144008636475], [8556, 1.4736601114273071], [9243, 1.4774138927459717], [9251, 1.481360912322998], [9957, 1.4828710556030273], [8914, 1.4880610704421997], [7351, 1.4919440746307373], [7725, 1.4932806491851807], [9519, 1.4993518590927124], [7117, 1.5008602142333984], [8482, 1.505528450012207], [7444, 1.509293556213379], [9683, 1.5109193325042725]]",9251
