rel_video_id,query,top1,top5,top10,top15,ground_truth
video7744,a chef stirs up some ingredients inside of a pan,"[[7148, 1.4594180583953857]]","[[7148, 1.4594180583953857], [9335, 1.4599003791809082], [9689, 1.4643840789794922], [9639, 1.4658143520355225], [8654, 1.4742600917816162]]","[[7148, 1.4594180583953857], [9335, 1.4599003791809082], [9689, 1.4643840789794922], [9639, 1.4658143520355225], [8654, 1.4742600917816162], [8300, 1.4765130281448364], [9625, 1.4782922267913818], [8656, 1.480491042137146], [9356, 1.4893698692321777], [7744, 1.4909508228302002]]","[[7148, 1.4594180583953857], [9335, 1.4599003791809082], [9689, 1.4643840789794922], [9639, 1.4658143520355225], [8654, 1.4742600917816162], [8300, 1.4765130281448364], [9625, 1.4782922267913818], [8656, 1.480491042137146], [9356, 1.4893698692321777], [7744, 1.4909508228302002], [7911, 1.4924407005310059], [8834, 1.494601845741272], [8483, 1.4978400468826294], [7415, 1.498114824295044], [8514, 1.4991812705993652]]",7744
video7839,this is a vine sports compilation,"[[9605, 1.3954460620880127]]","[[9605, 1.3954460620880127], [9542, 1.4042247533798218], [8913, 1.4044328927993774], [9029, 1.4125065803527832], [8979, 1.4137710332870483]]","[[9605, 1.3954460620880127], [9542, 1.4042247533798218], [8913, 1.4044328927993774], [9029, 1.4125065803527832], [8979, 1.4137710332870483], [7358, 1.4143657684326172], [8253, 1.4148998260498047], [9018, 1.415818452835083], [9817, 1.4172850847244263], [7789, 1.4194145202636719]]","[[9605, 1.3954460620880127], [9542, 1.4042247533798218], [8913, 1.4044328927993774], [9029, 1.4125065803527832], [8979, 1.4137710332870483], [7358, 1.4143657684326172], [8253, 1.4148998260498047], [9018, 1.415818452835083], [9817, 1.4172850847244263], [7789, 1.4194145202636719], [9647, 1.4218323230743408], [7839, 1.4268865585327148], [7787, 1.4314372539520264], [7763, 1.480532169342041], [8013, 1.511110782623291]]",7839
video7214,race cars of different colors lined up on a dark track,"[[7214, 1.4529976844787598]]","[[7214, 1.4529976844787598], [7219, 1.4947057962417603], [7616, 1.5330721139907837], [7506, 1.5349444150924683], [8264, 1.5351449251174927]]","[[7214, 1.4529976844787598], [7219, 1.4947057962417603], [7616, 1.5330721139907837], [7506, 1.5349444150924683], [8264, 1.5351449251174927], [9535, 1.5451951026916504], [9328, 1.552782416343689], [8451, 1.5585030317306519], [9252, 1.5585616827011108], [9691, 1.5608882904052734]]","[[7214, 1.4529976844787598], [7219, 1.4947057962417603], [7616, 1.5330721139907837], [7506, 1.5349444150924683], [8264, 1.5351449251174927], [9535, 1.5451951026916504], [9328, 1.552782416343689], [8451, 1.5585030317306519], [9252, 1.5585616827011108], [9691, 1.5608882904052734], [9017, 1.5621899366378784], [8473, 1.5683780908584595], [7544, 1.5695489645004272], [9344, 1.5699539184570312], [7464, 1.5700488090515137]]",7214
video7771,a golf player is trying to hit the ball into the pit,"[[7771, 1.3824443817138672]]","[[7771, 1.3824443817138672], [7021, 1.5062991380691528], [7368, 1.5169516801834106], [7556, 1.5248804092407227], [8049, 1.5259966850280762]]","[[7771, 1.3824443817138672], [7021, 1.5062991380691528], [7368, 1.5169516801834106], [7556, 1.5248804092407227], [8049, 1.5259966850280762], [8913, 1.5556397438049316], [9018, 1.5610020160675049], [7358, 1.5662288665771484], [9029, 1.5662729740142822], [7150, 1.5705070495605469]]","[[7771, 1.3824443817138672], [7021, 1.5062991380691528], [7368, 1.5169516801834106], [7556, 1.5248804092407227], [8049, 1.5259966850280762], [8913, 1.5556397438049316], [9018, 1.5610020160675049], [7358, 1.5662288665771484], [9029, 1.5662729740142822], [7150, 1.5705070495605469], [7155, 1.5712344646453857], [8652, 1.5725419521331787], [8124, 1.5737630128860474], [9647, 1.576737642288208], [8308, 1.5778697729110718]]",7771
video8486,a cartoon on a young guy cursing,"[[7160, 1.3861666917800903]]","[[7160, 1.3861666917800903], [7741, 1.431535243988037], [7222, 1.4360408782958984], [8486, 1.4493900537490845], [7029, 1.45454740524292]]","[[7160, 1.3861666917800903], [7741, 1.431535243988037], [7222, 1.4360408782958984], [8486, 1.4493900537490845], [7029, 1.45454740524292], [9790, 1.4634714126586914], [7172, 1.4667150974273682], [7831, 1.4741456508636475], [8076, 1.4834052324295044], [8911, 1.4859466552734375]]","[[7160, 1.3861666917800903], [7741, 1.431535243988037], [7222, 1.4360408782958984], [8486, 1.4493900537490845], [7029, 1.45454740524292], [9790, 1.4634714126586914], [7172, 1.4667150974273682], [7831, 1.4741456508636475], [8076, 1.4834052324295044], [8911, 1.4859466552734375], [9300, 1.486464023590088], [9814, 1.5014833211898804], [7157, 1.5073822736740112], [8341, 1.5112652778625488], [7365, 1.513320803642273]]",8486
video9909,a crowd of people sitting next to each other as one man plays a video game,"[[9909, 1.3800612688064575]]","[[9909, 1.3800612688064575], [7444, 1.4771897792816162], [8860, 1.4888434410095215], [8472, 1.4921529293060303], [8622, 1.4955353736877441]]","[[9909, 1.3800612688064575], [7444, 1.4771897792816162], [8860, 1.4888434410095215], [8472, 1.4921529293060303], [8622, 1.4955353736877441], [8689, 1.5028917789459229], [7035, 1.5082834959030151], [7972, 1.5121546983718872], [9745, 1.5128926038742065], [7723, 1.5144081115722656]]","[[9909, 1.3800612688064575], [7444, 1.4771897792816162], [8860, 1.4888434410095215], [8472, 1.4921529293060303], [8622, 1.4955353736877441], [8689, 1.5028917789459229], [7035, 1.5082834959030151], [7972, 1.5121546983718872], [9745, 1.5128926038742065], [7723, 1.5144081115722656], [7766, 1.5148173570632935], [7792, 1.518975019454956], [7366, 1.5198509693145752], [8797, 1.5206935405731201], [8077, 1.523323893547058]]",9909
video8922,an old man shakes hands with another man and then they hug each other,"[[8922, 1.3971441984176636]]","[[8922, 1.3971441984176636], [7704, 1.4672598838806152], [8829, 1.4747174978256226], [7590, 1.5171927213668823], [7349, 1.5205988883972168]]","[[8922, 1.3971441984176636], [7704, 1.4672598838806152], [8829, 1.4747174978256226], [7590, 1.5171927213668823], [7349, 1.5205988883972168], [9545, 1.522073745727539], [9520, 1.5307629108428955], [9023, 1.5322681665420532], [7159, 1.5343414545059204], [9690, 1.543278694152832]]","[[8922, 1.3971441984176636], [7704, 1.4672598838806152], [8829, 1.4747174978256226], [7590, 1.5171927213668823], [7349, 1.5205988883972168], [9545, 1.522073745727539], [9520, 1.5307629108428955], [9023, 1.5322681665420532], [7159, 1.5343414545059204], [9690, 1.543278694152832], [7200, 1.5444626808166504], [7158, 1.5460410118103027], [7754, 1.5461722612380981], [7211, 1.5480804443359375], [8315, 1.5488061904907227]]",8922
video9814,a scene from spongebob squarepants where the townspeople are carrying torches and chasing a giant squidward,"[[9790, 1.5263124704360962]]","[[9790, 1.5263124704360962], [7111, 1.5315674543380737], [9814, 1.5316778421401978], [7029, 1.537171721458435], [9300, 1.5396580696105957]]","[[9790, 1.5263124704360962], [7111, 1.5315674543380737], [9814, 1.5316778421401978], [7029, 1.537171721458435], [9300, 1.5396580696105957], [8916, 1.5439056158065796], [7747, 1.5549190044403076], [7218, 1.5619148015975952], [8839, 1.5642073154449463], [9306, 1.5662813186645508]]","[[9790, 1.5263124704360962], [7111, 1.5315674543380737], [9814, 1.5316778421401978], [7029, 1.537171721458435], [9300, 1.5396580696105957], [8916, 1.5439056158065796], [7747, 1.5549190044403076], [7218, 1.5619148015975952], [8839, 1.5642073154449463], [9306, 1.5662813186645508], [8128, 1.5728514194488525], [8903, 1.5746426582336426], [7235, 1.5813603401184082], [8311, 1.5934689044952393], [7467, 1.5990304946899414]]",9814
video9368,someone demonstrates about the small motor uses to the video,"[[9368, 1.4225341081619263]]","[[9368, 1.4225341081619263], [8121, 1.4475288391113281], [9530, 1.4526095390319824], [8332, 1.4829761981964111], [7765, 1.4940850734710693]]","[[9368, 1.4225341081619263], [8121, 1.4475288391113281], [9530, 1.4526095390319824], [8332, 1.4829761981964111], [7765, 1.4940850734710693], [8626, 1.495496392250061], [7363, 1.4984151124954224], [7820, 1.5078929662704468], [7237, 1.5146859884262085], [8246, 1.5147054195404053]]","[[9368, 1.4225341081619263], [8121, 1.4475288391113281], [9530, 1.4526095390319824], [8332, 1.4829761981964111], [7765, 1.4940850734710693], [8626, 1.495496392250061], [7363, 1.4984151124954224], [7820, 1.5078929662704468], [7237, 1.5146859884262085], [8246, 1.5147054195404053], [7963, 1.5230242013931274], [8924, 1.5235395431518555], [9696, 1.5250009298324585], [7543, 1.5280158519744873], [7354, 1.5290364027023315]]",9368
video8820,a person comes up in the hill on a orange motor bike and falls down,"[[8820, 1.4442609548568726]]","[[8820, 1.4442609548568726], [8657, 1.5116935968399048], [9017, 1.5174027681350708], [8245, 1.5254249572753906], [8322, 1.5294498205184937]]","[[8820, 1.4442609548568726], [8657, 1.5116935968399048], [9017, 1.5174027681350708], [8245, 1.5254249572753906], [8322, 1.5294498205184937], [9208, 1.5299320220947266], [7796, 1.5317177772521973], [9521, 1.5362138748168945], [7649, 1.5408059358596802], [9813, 1.5466744899749756]]","[[8820, 1.4442609548568726], [8657, 1.5116935968399048], [9017, 1.5174027681350708], [8245, 1.5254249572753906], [8322, 1.5294498205184937], [9208, 1.5299320220947266], [7796, 1.5317177772521973], [9521, 1.5362138748168945], [7649, 1.5408059358596802], [9813, 1.5466744899749756], [8243, 1.5467132329940796], [8128, 1.5480902194976807], [8306, 1.5518076419830322], [9302, 1.5537407398223877], [7155, 1.5576287508010864]]",8820
video9452,an animated grey shark in the middle of a blue water simulation background rotating in a circle on the screen of a monitor,"[[9452, 1.3651185035705566]]","[[9452, 1.3651185035705566], [8909, 1.4817821979522705], [8328, 1.4976792335510254], [9359, 1.542299509048462], [7027, 1.5462653636932373]]","[[9452, 1.3651185035705566], [8909, 1.4817821979522705], [8328, 1.4976792335510254], [9359, 1.542299509048462], [7027, 1.5462653636932373], [9821, 1.5500330924987793], [7223, 1.5521481037139893], [7900, 1.5524446964263916], [7061, 1.5596129894256592], [8111, 1.561185359954834]]","[[9452, 1.3651185035705566], [8909, 1.4817821979522705], [8328, 1.4976792335510254], [9359, 1.542299509048462], [7027, 1.5462653636932373], [9821, 1.5500330924987793], [7223, 1.5521481037139893], [7900, 1.5524446964263916], [7061, 1.5596129894256592], [8111, 1.561185359954834], [8311, 1.5661344528198242], [9342, 1.5675283670425415], [9620, 1.5707173347473145], [8618, 1.5844215154647827], [8473, 1.5845626592636108]]",9452
video9344,gameplay footage of someone playing a game,"[[8459, 1.4782747030258179]]","[[8459, 1.4782747030258179], [9200, 1.4825191497802734], [7374, 1.4835505485534668], [9031, 1.4844727516174316], [8116, 1.484497308731079]]","[[8459, 1.4782747030258179], [9200, 1.4825191497802734], [7374, 1.4835505485534668], [9031, 1.4844727516174316], [8116, 1.484497308731079], [8070, 1.4865409135818481], [8010, 1.4868404865264893], [8313, 1.4879547357559204], [7723, 1.4884374141693115], [7919, 1.4889767169952393]]","[[8459, 1.4782747030258179], [9200, 1.4825191497802734], [7374, 1.4835505485534668], [9031, 1.4844727516174316], [8116, 1.484497308731079], [8070, 1.4865409135818481], [8010, 1.4868404865264893], [8313, 1.4879547357559204], [7723, 1.4884374141693115], [7919, 1.4889767169952393], [9795, 1.489588975906372], [9773, 1.4917874336242676], [8929, 1.4954890012741089], [7552, 1.496193289756775], [8788, 1.4964814186096191]]",9344
video9032,a hospital mortuary room and a doctor treat the special case,"[[9032, 1.426870346069336]]","[[9032, 1.426870346069336], [8664, 1.4428882598876953], [9322, 1.4891026020050049], [7829, 1.492537021636963], [7169, 1.511112093925476]]","[[9032, 1.426870346069336], [8664, 1.4428882598876953], [9322, 1.4891026020050049], [7829, 1.492537021636963], [7169, 1.511112093925476], [8240, 1.534045696258545], [9520, 1.5368852615356445], [8666, 1.5385372638702393], [8808, 1.5574285984039307], [9686, 1.5624408721923828]]","[[9032, 1.426870346069336], [8664, 1.4428882598876953], [9322, 1.4891026020050049], [7829, 1.492537021636963], [7169, 1.511112093925476], [8240, 1.534045696258545], [9520, 1.5368852615356445], [8666, 1.5385372638702393], [8808, 1.5574285984039307], [9686, 1.5624408721923828], [7704, 1.563927412033081], [7632, 1.5642496347427368], [8804, 1.566418170928955], [9238, 1.5726690292358398], [7114, 1.5773980617523193]]",9032
video9016,all persons are wearing bikini dresses and playing in sea,"[[9201, 1.4677196741104126]]","[[9201, 1.4677196741104126], [7681, 1.474799394607544], [9342, 1.4749702215194702], [8949, 1.4803657531738281], [8928, 1.4974106550216675]]","[[9201, 1.4677196741104126], [7681, 1.474799394607544], [9342, 1.4749702215194702], [8949, 1.4803657531738281], [8928, 1.4974106550216675], [8118, 1.4990403652191162], [7795, 1.5069212913513184], [8999, 1.5075056552886963], [7025, 1.5202339887619019], [9574, 1.5209019184112549]]","[[9201, 1.4677196741104126], [7681, 1.474799394607544], [9342, 1.4749702215194702], [8949, 1.4803657531738281], [8928, 1.4974106550216675], [8118, 1.4990403652191162], [7795, 1.5069212913513184], [8999, 1.5075056552886963], [7025, 1.5202339887619019], [9574, 1.5209019184112549], [9016, 1.5213871002197266], [7155, 1.5226298570632935], [8457, 1.5261785984039307], [8241, 1.5275300741195679], [9359, 1.5303510427474976]]",9016
video9353,two women are outside and are discussing something in a foreign language,"[[9353, 1.3706330060958862]]","[[9353, 1.3706330060958862], [7583, 1.4415204524993896], [9340, 1.44978666305542], [7364, 1.476280927658081], [7589, 1.4856882095336914]]","[[9353, 1.3706330060958862], [7583, 1.4415204524993896], [9340, 1.44978666305542], [7364, 1.476280927658081], [7589, 1.4856882095336914], [8022, 1.4930706024169922], [7974, 1.5079180002212524], [9039, 1.5085830688476562], [8330, 1.5114421844482422], [7116, 1.5204488039016724]]","[[9353, 1.3706330060958862], [7583, 1.4415204524993896], [9340, 1.44978666305542], [7364, 1.476280927658081], [7589, 1.4856882095336914], [8022, 1.4930706024169922], [7974, 1.5079180002212524], [9039, 1.5085830688476562], [8330, 1.5114421844482422], [7116, 1.5204488039016724], [8836, 1.5244677066802979], [9027, 1.5296392440795898], [9521, 1.5301073789596558], [7370, 1.5313358306884766], [9341, 1.5350432395935059]]",9353
video9405,red balloons float in the sky and have packages tied to them,"[[9405, 1.3326112031936646]]","[[9405, 1.3326112031936646], [8069, 1.531198501586914], [9680, 1.5316418409347534], [8306, 1.531980037689209], [9679, 1.534993290901184]]","[[9405, 1.3326112031936646], [8069, 1.531198501586914], [9680, 1.5316418409347534], [8306, 1.531980037689209], [9679, 1.534993290901184], [7061, 1.5389103889465332], [7698, 1.5491349697113037], [7223, 1.5567899942398071], [8260, 1.55746591091156], [8464, 1.5582013130187988]]","[[9405, 1.3326112031936646], [8069, 1.531198501586914], [9680, 1.5316418409347534], [8306, 1.531980037689209], [9679, 1.534993290901184], [7061, 1.5389103889465332], [7698, 1.5491349697113037], [7223, 1.5567899942398071], [8260, 1.55746591091156], [8464, 1.5582013130187988], [8477, 1.5596990585327148], [7795, 1.5602205991744995], [7732, 1.5681507587432861], [9807, 1.5688824653625488], [7370, 1.5690867900848389]]",9405
video7559,a man is trying some sushi,"[[9309, 1.4551743268966675]]","[[9309, 1.4551743268966675], [7559, 1.4615134000778198], [9327, 1.4842848777770996], [9229, 1.5067389011383057], [9687, 1.5185647010803223]]","[[9309, 1.4551743268966675], [7559, 1.4615134000778198], [9327, 1.4842848777770996], [9229, 1.5067389011383057], [9687, 1.5185647010803223], [9537, 1.5229182243347168], [8301, 1.531823754310608], [9539, 1.5435047149658203], [8772, 1.5447218418121338], [8325, 1.557989239692688]]","[[9309, 1.4551743268966675], [7559, 1.4615134000778198], [9327, 1.4842848777770996], [9229, 1.5067389011383057], [9687, 1.5185647010803223], [9537, 1.5229182243347168], [8301, 1.531823754310608], [9539, 1.5435047149658203], [8772, 1.5447218418121338], [8325, 1.557989239692688], [8456, 1.561165452003479], [9684, 1.5611732006072998], [9409, 1.5620112419128418], [7833, 1.5652198791503906], [8302, 1.5663284063339233]]",7559
video9063,people on stage performing,"[[9683, 1.4469232559204102]]","[[9683, 1.4469232559204102], [8482, 1.4708125591278076], [7558, 1.475784182548523], [9352, 1.4783990383148193], [9243, 1.483543872833252]]","[[9683, 1.4469232559204102], [8482, 1.4708125591278076], [7558, 1.475784182548523], [9352, 1.4783990383148193], [9243, 1.483543872833252], [7596, 1.4842643737792969], [8914, 1.4884471893310547], [7351, 1.4908850193023682], [9063, 1.491991639137268], [8445, 1.4963740110397339]]","[[9683, 1.4469232559204102], [8482, 1.4708125591278076], [7558, 1.475784182548523], [9352, 1.4783990383148193], [9243, 1.483543872833252], [7596, 1.4842643737792969], [8914, 1.4884471893310547], [7351, 1.4908850193023682], [9063, 1.491991639137268], [8445, 1.4963740110397339], [8324, 1.4978216886520386], [9251, 1.4982812404632568], [7362, 1.4995968341827393], [8926, 1.500104308128357], [8919, 1.5064704418182373]]",9063
