rel_video_id,query,top1,top5,top10,ground_truth
video8917,two men discuss social issues,"[[8822, 1.4637726545333862]]","[[8822, 1.4637726545333862], [7349, 1.466731071472168], [8917, 1.47102689743042], [8932, 1.4728859663009644], [8685, 1.479981541633606]]","[[8822, 1.4637726545333862], [7349, 1.466731071472168], [8917, 1.47102689743042], [8932, 1.4728859663009644], [8685, 1.479981541633606], [8922, 1.4906330108642578], [8905, 1.4942712783813477], [8120, 1.4967174530029297], [7794, 1.4997167587280273], [7501, 1.500687837600708]]",8917
video7704,a man with a very red nose,"[[9744, 1.4654686450958252]]","[[9744, 1.4654686450958252], [7362, 1.5050463676452637], [9021, 1.5086919069290161], [9030, 1.5130841732025146], [7211, 1.5151792764663696]]","[[9744, 1.4654686450958252], [7362, 1.5050463676452637], [9021, 1.5086919069290161], [9030, 1.5130841732025146], [7211, 1.5151792764663696], [7844, 1.5163627862930298], [8316, 1.5241789817810059], [8061, 1.524417519569397], [9400, 1.525956630706787], [7207, 1.526348352432251]]",7704
video7218,episode from spongebob cartoon,"[[8839, 1.41395902633667]]","[[8839, 1.41395902633667], [7029, 1.4147007465362549], [8916, 1.4287503957748413], [9808, 1.4313149452209473], [8446, 1.4335964918136597]]","[[8839, 1.41395902633667], [7029, 1.4147007465362549], [8916, 1.4287503957748413], [9808, 1.4313149452209473], [8446, 1.4335964918136597], [7111, 1.435515284538269], [9814, 1.4355881214141846], [9790, 1.4429467916488647], [8128, 1.4451816082000732], [7835, 1.4525916576385498]]",7218
video7028,a man is singing and standing in the road,"[[7028, 1.4247698783874512]]","[[7028, 1.4247698783874512], [7236, 1.4546399116516113], [7915, 1.4676549434661865], [9131, 1.490311622619629], [8573, 1.5020904541015625]]","[[7028, 1.4247698783874512], [7236, 1.4546399116516113], [7915, 1.4676549434661865], [9131, 1.490311622619629], [8573, 1.5020904541015625], [9330, 1.505972146987915], [8330, 1.5131797790527344], [7212, 1.515230417251587], [7204, 1.516767978668213], [9489, 1.5186028480529785]]",7028
video8909,list of people s involved in making the documentary,"[[8811, 1.4802836179733276]]","[[8811, 1.4802836179733276], [9406, 1.4907711744308472], [7149, 1.4929929971694946], [9695, 1.494877576828003], [7466, 1.4969592094421387]]","[[8811, 1.4802836179733276], [9406, 1.4907711744308472], [7149, 1.4929929971694946], [9695, 1.494877576828003], [7466, 1.4969592094421387], [9404, 1.4976389408111572], [8909, 1.5000804662704468], [8499, 1.5014468431472778], [7377, 1.504238486289978], [8022, 1.5056917667388916]]",8909
video8269,the man thought students should be given the freedom to learn,"[[8472, 1.410526156425476]]","[[8472, 1.410526156425476], [7345, 1.4405343532562256], [8331, 1.444028377532959], [7134, 1.461016297340393], [7680, 1.4657338857650757]]","[[8472, 1.410526156425476], [7345, 1.4405343532562256], [8331, 1.444028377532959], [7134, 1.461016297340393], [7680, 1.4657338857650757], [9117, 1.4789166450500488], [7375, 1.4810733795166016], [7418, 1.4818711280822754], [9802, 1.4844849109649658], [9406, 1.4859793186187744]]",8269
video9354,a red truck is burning while three men talk about a car,"[[9354, 1.37204909324646]]","[[9354, 1.37204909324646], [9036, 1.4790608882904053], [7060, 1.4848542213439941], [7844, 1.4912023544311523], [8311, 1.5493652820587158]]","[[9354, 1.37204909324646], [9036, 1.4790608882904053], [7060, 1.4848542213439941], [7844, 1.4912023544311523], [8311, 1.5493652820587158], [8851, 1.5563781261444092], [8864, 1.5675852298736572], [9811, 1.5728240013122559], [9344, 1.5758178234100342], [9744, 1.5776818990707397]]",9354
video8825,a woman holds up a leather jacket,"[[8825, 1.332251787185669]]","[[8825, 1.332251787185669], [9919, 1.4070888757705688], [9750, 1.466589093208313], [8783, 1.502759575843811], [8011, 1.5051579475402832]]","[[8825, 1.332251787185669], [9919, 1.4070888757705688], [9750, 1.466589093208313], [8783, 1.502759575843811], [8011, 1.5051579475402832], [9277, 1.5106669664382935], [8650, 1.5123167037963867], [8392, 1.5130704641342163], [9782, 1.5176339149475098], [9793, 1.517664909362793]]",8825
video9324,animated video showing a bottle rolling across an empty hallway,"[[9324, 1.3877851963043213]]","[[9324, 1.3877851963043213], [8799, 1.4841499328613281], [8473, 1.5108270645141602], [8911, 1.5299713611602783], [7368, 1.5313600301742554]]","[[9324, 1.3877851963043213], [8799, 1.4841499328613281], [8473, 1.5108270645141602], [8911, 1.5299713611602783], [7368, 1.5313600301742554], [8689, 1.5339972972869873], [8787, 1.5456675291061401], [7223, 1.5489068031311035], [7831, 1.5516433715820312], [9772, 1.5664777755737305]]",9324
video9403,i see a prince trying to get a girl and i see peter pan play around,"[[9403, 1.4424241781234741]]","[[9403, 1.4424241781234741], [7467, 1.4856302738189697], [7164, 1.4882123470306396], [7222, 1.5009793043136597], [8110, 1.5059728622436523]]","[[9403, 1.4424241781234741], [7467, 1.4856302738189697], [7164, 1.4882123470306396], [7222, 1.5009793043136597], [8110, 1.5059728622436523], [8794, 1.5143744945526123], [7583, 1.521005630493164], [9033, 1.529402256011963], [7964, 1.5296056270599365], [8781, 1.530350685119629]]",9403
video8254,a woman in a purple dress is talking on a video,"[[9575, 1.374616265296936]]","[[9575, 1.374616265296936], [8461, 1.4425528049468994], [8254, 1.4725542068481445], [8789, 1.4760551452636719], [9791, 1.488499402999878]]","[[9575, 1.374616265296936], [8461, 1.4425528049468994], [8254, 1.4725542068481445], [8789, 1.4760551452636719], [9791, 1.488499402999878], [7909, 1.4885746240615845], [7580, 1.4898037910461426], [7229, 1.4902236461639404], [7364, 1.4998607635498047], [7348, 1.5008715391159058]]",8254
video7148,a cheif is preparing a treat,"[[8834, 1.4748773574829102]]","[[8834, 1.4748773574829102], [8604, 1.482102870941162], [8325, 1.4844932556152344], [7362, 1.494364857673645], [7785, 1.4947246313095093]]","[[8834, 1.4748773574829102], [8604, 1.482102870941162], [8325, 1.4844932556152344], [7362, 1.494364857673645], [7785, 1.4947246313095093], [8865, 1.4961695671081543], [8915, 1.5100284814834595], [9038, 1.5112156867980957], [9693, 1.514522671699524], [8656, 1.5190637111663818]]",7148
video7367,this is a rock band music video,"[[7205, 1.4288734197616577]]","[[7205, 1.4288734197616577], [8978, 1.445708990097046], [7367, 1.457726001739502], [7135, 1.4734834432601929], [7767, 1.4788728952407837]]","[[7205, 1.4288734197616577], [8978, 1.445708990097046], [7367, 1.457726001739502], [7135, 1.4734834432601929], [7767, 1.4788728952407837], [7411, 1.481426477432251], [9489, 1.4856270551681519], [7528, 1.4879963397979736], [7917, 1.4972012042999268], [9589, 1.5003042221069336]]",7367
video9574,in the ocean a man on a surfboard rides a wave,"[[9574, 1.4266778230667114]]","[[9574, 1.4266778230667114], [7681, 1.4634231328964233], [9342, 1.5206936597824097], [9359, 1.5260090827941895], [8457, 1.530625581741333]]","[[9574, 1.4266778230667114], [7681, 1.4634231328964233], [9342, 1.5206936597824097], [9359, 1.5260090827941895], [8457, 1.530625581741333], [7795, 1.5398859977722168], [8949, 1.5556752681732178], [8493, 1.578442931175232], [7917, 1.580646276473999], [9452, 1.5815119743347168]]",9574
video9516,people are cheering at a stadium,"[[9305, 1.4255255460739136]]","[[9305, 1.4255255460739136], [8476, 1.4284417629241943], [9516, 1.4326143264770508], [7788, 1.4747889041900635], [7500, 1.4749188423156738]]","[[9305, 1.4255255460739136], [8476, 1.4284417629241943], [9516, 1.4326143264770508], [7788, 1.4747889041900635], [7500, 1.4749188423156738], [8013, 1.476142168045044], [8652, 1.4804067611694336], [7378, 1.4881799221038818], [7200, 1.4895265102386475], [9745, 1.4918651580810547]]",9516
video9329,a couple is shown,"[[7682, 1.4684247970581055]]","[[7682, 1.4684247970581055], [9801, 1.478696584701538], [9682, 1.4826397895812988], [9329, 1.4882642030715942], [8807, 1.4897783994674683]]","[[7682, 1.4684247970581055], [9801, 1.478696584701538], [9682, 1.4826397895812988], [9329, 1.4882642030715942], [8807, 1.4897783994674683], [8786, 1.4937094449996948], [8683, 1.4963128566741943], [8302, 1.4991331100463867], [7212, 1.5029133558273315], [8653, 1.5043272972106934]]",9329
video9580,the animals are having nice time together and eating food,"[[9339, 1.448107123374939]]","[[9339, 1.448107123374939], [8242, 1.4652013778686523], [9580, 1.4993033409118652], [7342, 1.5155432224273682], [8866, 1.5244355201721191]]","[[9339, 1.448107123374939], [8242, 1.4652013778686523], [9580, 1.4993033409118652], [7342, 1.5155432224273682], [8866, 1.5244355201721191], [8935, 1.5288538932800293], [9321, 1.5381786823272705], [8244, 1.5382299423217773], [8604, 1.5392427444458008], [9657, 1.5446608066558838]]",9580
video8712,a woman is showing nail polish,"[[7909, 1.395355224609375]]","[[7909, 1.395355224609375], [8791, 1.4060035943984985], [9220, 1.4461970329284668], [7173, 1.478608250617981], [8712, 1.4941871166229248]]","[[7909, 1.395355224609375], [8791, 1.4060035943984985], [9220, 1.4461970329284668], [7173, 1.478608250617981], [8712, 1.4941871166229248], [9025, 1.5088742971420288], [8261, 1.5105863809585571], [8679, 1.5171489715576172], [7684, 1.5196659564971924], [7372, 1.5274834632873535]]",8712
video8556,a group of people are stamp dancing on stage in front of a crowd,"[[9063, 1.3524184226989746]]","[[9063, 1.3524184226989746], [7141, 1.4195616245269775], [7202, 1.470518946647644], [7351, 1.4762561321258545], [9243, 1.484486699104309]]","[[9063, 1.3524184226989746], [7141, 1.4195616245269775], [7202, 1.470518946647644], [7351, 1.4762561321258545], [9243, 1.484486699104309], [8556, 1.4893827438354492], [9957, 1.4905214309692383], [7725, 1.4911079406738281], [8914, 1.4926121234893799], [9519, 1.493293285369873]]",8556
video9253,people talking about their trip and how they are taken care of,"[[7751, 1.4538602828979492]]","[[7751, 1.4538602828979492], [8796, 1.4793918132781982], [7825, 1.4879872798919678], [7589, 1.4894092082977295], [8306, 1.4897303581237793]]","[[7751, 1.4538602828979492], [8796, 1.4793918132781982], [7825, 1.4879872798919678], [7589, 1.4894092082977295], [8306, 1.4897303581237793], [9404, 1.5017766952514648], [8022, 1.5038384199142456], [9246, 1.505918264389038], [7174, 1.5075631141662598], [7546, 1.5126181840896606]]",9253
video8949,woman with swimming suit is plunging into the water and gets rid of the suit,"[[9830, 1.423203706741333]]","[[9830, 1.423203706741333], [8949, 1.4676504135131836], [8678, 1.4758875370025635], [9342, 1.4774249792099], [8928, 1.4775906801223755]]","[[9830, 1.423203706741333], [8949, 1.4676504135131836], [8678, 1.4758875370025635], [9342, 1.4774249792099], [8928, 1.4775906801223755], [7795, 1.4871715307235718], [7152, 1.4990040063858032], [8999, 1.5121564865112305], [9016, 1.5271658897399902], [8493, 1.532273292541504]]",8949
video8119,guy explaining what stiff person syndrome is,"[[9728, 1.3946435451507568]]","[[9728, 1.3946435451507568], [8119, 1.449434518814087], [7829, 1.475414514541626], [9032, 1.4774401187896729], [9825, 1.484505295753479]]","[[9728, 1.3946435451507568], [8119, 1.449434518814087], [7829, 1.475414514541626], [9032, 1.4774401187896729], [9825, 1.484505295753479], [9249, 1.4871736764907837], [9474, 1.4930344820022583], [7946, 1.5020172595977783], [8301, 1.5030102729797363], [7491, 1.505542278289795]]",8119
video7854,a guy talks outside in the snow at a ski resort,"[[7854, 1.3566700220108032]]","[[7854, 1.3566700220108032], [7564, 1.4682178497314453], [8450, 1.5091347694396973], [7412, 1.5444884300231934], [7914, 1.553532600402832]]","[[7854, 1.3566700220108032], [7564, 1.4682178497314453], [8450, 1.5091347694396973], [7412, 1.5444884300231934], [7914, 1.553532600402832], [7174, 1.553542137145996], [8306, 1.5603182315826416], [7368, 1.5870051383972168], [8426, 1.5956350564956665], [9332, 1.601029872894287]]",7854
video7110,there is a man shooting other people in a corridor,"[[7576, 1.4571720361709595]]","[[7576, 1.4571720361709595], [9784, 1.4632078409194946], [7757, 1.4819936752319336], [8788, 1.4916051626205444], [7822, 1.4953120946884155]]","[[7576, 1.4571720361709595], [9784, 1.4632078409194946], [7757, 1.4819936752319336], [8788, 1.4916051626205444], [7822, 1.4953120946884155], [8441, 1.5049768686294556], [8808, 1.5137901306152344], [8249, 1.518093228340149], [9837, 1.5196170806884766], [7780, 1.5227124691009521]]",7110
video9605,a special songs for the game,"[[8817, 1.4545862674713135]]","[[8817, 1.4545862674713135], [9542, 1.4574133157730103], [9516, 1.4579366445541382], [7358, 1.4585959911346436], [8013, 1.468017339706421]]","[[8817, 1.4545862674713135], [9542, 1.4574133157730103], [9516, 1.4579366445541382], [7358, 1.4585959911346436], [8013, 1.468017339706421], [9605, 1.470349907875061], [7839, 1.4731773138046265], [7787, 1.4741241931915283], [8652, 1.4754555225372314], [9029, 1.475832223892212]]",9605
video8116,a dad plays video games with his son,"[[7593, 1.4901440143585205]]","[[7593, 1.4901440143585205], [8815, 1.5019807815551758], [9200, 1.507117748260498], [9031, 1.5134270191192627], [8863, 1.5184351205825806]]","[[7593, 1.4901440143585205], [8815, 1.5019807815551758], [9200, 1.507117748260498], [9031, 1.5134270191192627], [8863, 1.5184351205825806], [8681, 1.5200672149658203], [9909, 1.5228543281555176], [8459, 1.526796817779541], [8787, 1.5270270109176636], [8578, 1.5281932353973389]]",8116
video7145,a critic about wine speaks about the french wines,"[[9406, 1.50604248046875]]","[[9406, 1.50604248046875], [9885, 1.5293328762054443], [7946, 1.5382766723632812], [7833, 1.5476419925689697], [8917, 1.5499260425567627]]","[[9406, 1.50604248046875], [9885, 1.5293328762054443], [7946, 1.5382766723632812], [7833, 1.5476419925689697], [8917, 1.5499260425567627], [9450, 1.551924228668213], [9246, 1.5562074184417725], [8471, 1.557891607284546], [9474, 1.55955171585083], [7412, 1.5604716539382935]]",7145
video7752,a man speaks on driving and a car model,"[[7115, 1.4616777896881104]]","[[7115, 1.4616777896881104], [8651, 1.4698710441589355], [7026, 1.4702717065811157], [7597, 1.47469162940979], [9677, 1.4895308017730713]]","[[7115, 1.4616777896881104], [8651, 1.4698710441589355], [7026, 1.4702717065811157], [7597, 1.47469162940979], [9677, 1.4895308017730713], [8344, 1.49286949634552], [7209, 1.4958019256591797], [7765, 1.4968854188919067], [9691, 1.4978867769241333], [7752, 1.4988811016082764]]",7752
video7946,the man sitting in the black chair and wearing brown suit is talking,"[[8120, 1.4234524965286255]]","[[8120, 1.4234524965286255], [7946, 1.430505633354187], [7753, 1.4314548969268799], [9825, 1.4322295188903809], [9474, 1.4450753927230835]]","[[8120, 1.4234524965286255], [7946, 1.430505633354187], [7753, 1.4314548969268799], [9825, 1.4322295188903809], [9474, 1.4450753927230835], [9418, 1.4819743633270264], [8917, 1.4866243600845337], [8905, 1.487809658050537], [7828, 1.4918359518051147], [9885, 1.4959743022918701]]",7946
video9513,a woman is smiling,"[[9793, 1.42653489112854]]","[[9793, 1.42653489112854], [7724, 1.461358666419983], [8304, 1.4613767862319946], [8974, 1.4721128940582275], [9329, 1.4744751453399658]]","[[9793, 1.42653489112854], [7724, 1.461358666419983], [8304, 1.4613767862319946], [8974, 1.4721128940582275], [9329, 1.4744751453399658], [9241, 1.4756861925125122], [8792, 1.4776341915130615], [8014, 1.4879965782165527], [8074, 1.4889049530029297], [9222, 1.4892351627349854]]",9513
video9623,a man is on a cell phone while people are fighting,"[[9623, 1.4919416904449463]]","[[9623, 1.4919416904449463], [7576, 1.492098093032837], [7822, 1.4923558235168457], [9323, 1.4927775859832764], [9520, 1.4975847005844116]]","[[9623, 1.4919416904449463], [7576, 1.492098093032837], [7822, 1.4923558235168457], [9323, 1.4927775859832764], [9520, 1.4975847005844116], [8012, 1.4985382556915283], [8808, 1.5014350414276123], [9697, 1.5046360492706299], [8416, 1.506932020187378], [7211, 1.5201060771942139]]",9623
video7412,a man talks about visiting visiting a specific place to buy some things,"[[8796, 1.4267141819000244]]","[[8796, 1.4267141819000244], [8831, 1.4722964763641357], [9337, 1.4797775745391846], [7174, 1.4832854270935059], [7116, 1.4871561527252197]]","[[8796, 1.4267141819000244], [8831, 1.4722964763641357], [9337, 1.4797775745391846], [7174, 1.4832854270935059], [7116, 1.4871561527252197], [8306, 1.4927492141723633], [7438, 1.4928226470947266], [7412, 1.49492347240448], [9244, 1.4962244033813477], [8741, 1.4967674016952515]]",7412
video9872,someone is playing a first person shooter game and is making jokes,"[[7207, 1.436004638671875]]","[[7207, 1.436004638671875], [9837, 1.4407258033752441], [7757, 1.4409199953079224], [7766, 1.4473599195480347], [7780, 1.4475748538970947]]","[[7207, 1.436004638671875], [9837, 1.4407258033752441], [7757, 1.4409199953079224], [7766, 1.4473599195480347], [7780, 1.4475748538970947], [8788, 1.4756848812103271], [9795, 1.5026870965957642], [9010, 1.5048664808273315], [9813, 1.5117517709732056], [8070, 1.5133161544799805]]",9872
