video_id,sentence
video6248,a boy is pealing a carrot
video4226,a boy is opening a box of legos
video4244,a boy is on stage talking on the voice
video2403,a boy is on stage singing
video6242,a boy is making bhel poori
video5422,a boy is looking at a laptop and talking about something
video6351,a boy is laying with dinosaur toys
video3450,a boy is laying on a hospital bed with something over his nose the doctor is explaining what he is going to do to the patient
video2687,a boy is laughing
video568,a boy is rapping while his friend is beatboxing
video5771,a boy is talking about advertising on kids react fact
video322,a boy is talking about a man losing weight
video5442,a boy is taking a large mobile from his coat
video2343,a boy is stuck in a tree
video4760,a boy is stock in a bucket
video6102,a boy is staring at the girl because she fell off her bike and hurt her knee he then tells her to let him see and she doesn t let him
video3677,a boy is standing behind a computer
video6888,a boy is speaking about her fashion
video5110,a boy is speaking
video4567,a boy is smiling
video1795,a boy is sitting on a motorbike
video1556,a boy is talking about how to make something out of paper
video4111,a boy is talking about how to recommend things to him
video5207,a boy is walking with a sword
video5082,a boy is walking between the cows
video5009,a boy is voicing over a stop motion video of lego men
video5887,a boy is talking with a pillow on his back
video5254,a boy is talking to a woman
video4425,a boy is talking to a football player
video6989,a boy is talking seated in front of car wheels
video1143,a boy is talking about when he was young
video6694,a boy is talking while pictures of him are being shown
video2123,a boy is singing on stage
video5573,a boy is singing on a gameshow
video4617,a boy is showing how to solve a rubiks cube
video1220,a boy is showing how to play a video game
video6321,a boy is selected in a singing competition
video3611,a boy is screaming
video256,a boy is running in video games
video6465,a boy is running away from people
video646,a boy is rolling in a chair in a road
video4671,a boy is riding a bike another boy is riding a quad
video5907,a boy is reviewing a top about spingebob square pants the show
video1309,a boy is recording the exterior of a white car through his mobile
video5579,a boy is reading book
video2045,a boy is singing
video437,a boy is singing on the view
video4570,a boy is singing in a studio
video4075,a boy is singing at a pool
video420,a boy is singing as a contestant
video2020,a boy is singing and a man monitors
video2354,a boy is singing a song
video2115,a boy is singing a song on the stage with guitar
video6630,a boy is singing a song in front of his mic
video2246,a boy is singing a song in a stage in front of others
video6644,a boy is singing a song in a stage in front of others
video4175,a boy is singing a song
video4588,a boy is singing a popular song
video1713,a blue car riding down a street
video4307,a blue car is drifting
video889,a baseball player runs into a paded wall
video1940,a baseball player is sliding into second base
video2043,a baseball player hits the ball
video2732,a baseball player hits the ball
video1379,a baseball player hits a ball
video1930,a baseball player hits a ball and it is out at first base
video3353,a baseball player hits a ball
video2189,a baseball player celebrates with his team
video4165,a baseball player being hit by a baseball
video5997,a baseball pitcher throws the baseball
video5240,a baseball pitcher shows off his skills
video5043,a baseball player screws with a bat
video6393,a baseball players walk across the field
video6476,a basketball game being commented on
video1329,a basketball assist leads to a slam-dunk
video4666,a basket is holding eggs
video4868,a basket crashes as toy cars drive through an alley
video1002,a baseball pitcher practicing his pitches
video4214,a basket ball team performing in a match
video3082,a basket ball player shooting a basket
video2161,a basket ball game between the lakers and the heat
video4038,a basket ball game being played while music is playing
video1252,a baskeball player runs across the court and makes a basket
video3925,a basic animated clip of hockey and table tennis examples
video2569,a baseball video game is been showed
video586,a basket ball related info is showing
video1623,a basketball game being played
video3921,a barbie doll talking
video6170,a barbie action figure plays with a camera
video3045,a barber is showing a picture of an afro hairstyle to someone in the barber chair
video4953,a barber explains why hot towels are used during the shave service in a barber shop
video3922,a bank plays music and people dance
video5505,a band talks to their fans about their social media pages
video5679,a band talks about aquatic animals underwater with them
video2482,a band sings on stage in zoot suits
video2335,a band sings and dances to a song
video5977,a band sings a cover song while sitting in the grass
video4105,a band singing on stage
video3174,a band singing a cover of a popular american song
video4852,a barbie is putting a thing into a basket
video1925,a bare shaking in the woods
video1140,a bare-chested man punching a plastic dummy
video480,a baseball game is being playe
video3566,a baseball game analysis
video5830,a baseball fan runs across the playing field during a match
video2944,a baseball clip and a football clip of the saints plays
video4841,a base ball scenes are going on
video3503,a bartender gives instructions on how to handle drinks
video5426,a bartender demonstrates how to make a cocktail that originated in the bar he works in
