video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
2163,3d animation of late night hosts david letterman and jay leno as well as a child watching them on 2 tvs,2163,"[[4901, 1.371448278427124]]","[[4901, 1.371448278427124], [2163, 1.379945993423462], [7754, 1.4522814750671387], [1665, 1.4636306762695312], [2395, 1.4908337593078613]]","[[4901, 1.371448278427124], [2163, 1.379945993423462], [7754, 1.4522814750671387], [1665, 1.4636306762695312], [2395, 1.4908337593078613], [911, 1.5205819606781006], [6047, 1.5226621627807617], [6735, 1.5296361446380615], [18, 1.5462566614151], [7222, 1.547916293144226]]","[[4901, 1.371448278427124], [2163, 1.379945993423462], [7754, 1.4522814750671387], [1665, 1.4636306762695312], [2395, 1.4908337593078613], [911, 1.5205819606781006], [6047, 1.5226621627807617], [6735, 1.5296361446380615], [18, 1.5462566614151], [7222, 1.547916293144226]]"
5124,3d animation of disaster,5124,"[[5124, 1.4244096279144287]]","[[5124, 1.4244096279144287], [3799, 1.4460375308990479], [5764, 1.4927477836608887], [8248, 1.4930825233459473], [2870, 1.49636709690094]]","[[5124, 1.4244096279144287], [3799, 1.4460375308990479], [5764, 1.4927477836608887], [8248, 1.4930825233459473], [2870, 1.49636709690094], [3232, 1.497327446937561], [5222, 1.499060869216919], [2131, 1.5003454685211182], [6052, 1.5039231777191162], [8621, 1.5102508068084717]]","[[5124, 1.4244096279144287], [3799, 1.4460375308990479], [5764, 1.4927477836608887], [8248, 1.4930825233459473], [2870, 1.49636709690094], [3232, 1.497327446937561], [5222, 1.499060869216919], [2131, 1.5003454685211182], [6052, 1.5039231777191162], [8621, 1.5102508068084717]]"
6429,3d anime girls dance on stage,6429,"[[6429, 1.329646110534668]]","[[6429, 1.329646110534668], [3687, 1.3340719938278198], [2148, 1.3548630475997925], [6200, 1.3747283220291138], [5583, 1.3783581256866455]]","[[6429, 1.329646110534668], [3687, 1.3340719938278198], [2148, 1.3548630475997925], [6200, 1.3747283220291138], [5583, 1.3783581256866455], [1415, 1.394372820854187], [7109, 1.406430721282959], [9669, 1.4162505865097046], [3645, 1.42620849609375], [3069, 1.439513921737671]]","[[6429, 1.329646110534668], [3687, 1.3340719938278198], [2148, 1.3548630475997925], [6200, 1.3747283220291138], [5583, 1.3783581256866455], [1415, 1.394372820854187], [7109, 1.406430721282959], [9669, 1.4162505865097046], [3645, 1.42620849609375], [3069, 1.439513921737671]]"
294,3d cartoon causing kaos,294,"[[8911, 1.4553587436676025]]","[[8911, 1.4553587436676025], [87, 1.4562156200408936], [4332, 1.4569580554962158], [9049, 1.4593183994293213], [3691, 1.463957667350769]]","[[8911, 1.4553587436676025], [87, 1.4562156200408936], [4332, 1.4569580554962158], [9049, 1.4593183994293213], [3691, 1.463957667350769], [7222, 1.4686938524246216], [2957, 1.4696483612060547], [3065, 1.4703447818756104], [2502, 1.4710569381713867], [7232, 1.472609043121338]]","[[8911, 1.4553587436676025], [87, 1.4562156200408936], [4332, 1.4569580554962158], [9049, 1.4593183994293213], [3691, 1.463957667350769], [7222, 1.4686938524246216], [2957, 1.4696483612060547], [3065, 1.4703447818756104], [2502, 1.4710569381713867], [7232, 1.472609043121338]]"
3687,3d characters dance on stage,3687,"[[3687, 1.3440866470336914]]","[[3687, 1.3440866470336914], [3069, 1.35049307346344], [6429, 1.3581256866455078], [2148, 1.3829233646392822], [6200, 1.4023561477661133]]","[[3687, 1.3440866470336914], [3069, 1.35049307346344], [6429, 1.3581256866455078], [2148, 1.3829233646392822], [6200, 1.4023561477661133], [9669, 1.402511715888977], [7813, 1.4264936447143555], [7109, 1.4350037574768066], [3645, 1.4392017126083374], [5668, 1.447031855583191]]","[[3687, 1.3440866470336914], [3069, 1.35049307346344], [6429, 1.3581256866455078], [2148, 1.3829233646392822], [6200, 1.4023561477661133], [9669, 1.402511715888977], [7813, 1.4264936447143555], [7109, 1.4350037574768066], [3645, 1.4392017126083374], [5668, 1.447031855583191]]"
4601,a  professional baseball game advertisement,4601,"[[2732, 1.404471516609192]]","[[2732, 1.404471516609192], [8112, 1.408100962638855], [3566, 1.411167860031128], [2038, 1.4143074750900269], [7556, 1.4155526161193848]]","[[2732, 1.404471516609192], [8112, 1.408100962638855], [3566, 1.411167860031128], [2038, 1.4143074750900269], [7556, 1.4155526161193848], [5693, 1.416025161743164], [3723, 1.419154405593872], [5805, 1.4191826581954956], [8754, 1.4210858345031738], [4500, 1.4233736991882324]]","[[2732, 1.404471516609192], [8112, 1.408100962638855], [3566, 1.411167860031128], [2038, 1.4143074750900269], [7556, 1.4155526161193848], [5693, 1.416025161743164], [3723, 1.419154405593872], [5805, 1.4191826581954956], [8754, 1.4210858345031738], [4500, 1.4233736991882324]]"
3518,4th of july fireworks,3518,"[[5925, 1.3896546363830566]]","[[5925, 1.3896546363830566], [5366, 1.3900036811828613], [909, 1.3905190229415894], [8094, 1.415050983428955], [6012, 1.4170925617218018]]","[[5925, 1.3896546363830566], [5366, 1.3900036811828613], [909, 1.3905190229415894], [8094, 1.415050983428955], [6012, 1.4170925617218018], [5658, 1.4171444177627563], [6910, 1.4217324256896973], [7761, 1.4272162914276123], [8798, 1.4287822246551514], [3518, 1.4334945678710938]]","[[5925, 1.3896546363830566], [5366, 1.3900036811828613], [909, 1.3905190229415894], [8094, 1.415050983428955], [6012, 1.4170925617218018], [5658, 1.4171444177627563], [6910, 1.4217324256896973], [7761, 1.4272162914276123], [8798, 1.4287822246551514], [3518, 1.4334945678710938]]"
5985,4 of the muppets from the muppet babies are having a conversation,5985,"[[1963, 1.3435781002044678]]","[[1963, 1.3435781002044678], [1902, 1.3436644077301025], [5985, 1.353295922279358], [3012, 1.3758375644683838], [2573, 1.3974103927612305]]","[[1963, 1.3435781002044678], [1902, 1.3436644077301025], [5985, 1.353295922279358], [3012, 1.3758375644683838], [2573, 1.3974103927612305], [5637, 1.4004416465759277], [1590, 1.400998830795288], [8379, 1.4063100814819336], [9072, 1.409434199333191], [3379, 1.4245409965515137]]","[[1963, 1.3435781002044678], [1902, 1.3436644077301025], [5985, 1.353295922279358], [3012, 1.3758375644683838], [2573, 1.3974103927612305], [5637, 1.4004416465759277], [1590, 1.400998830795288], [8379, 1.4063100814819336], [9072, 1.409434199333191], [3379, 1.4245409965515137]]"
1919,4 men with suits on sitting at a table discussing hiliary clinton,1919,"[[1919, 1.387312650680542]]","[[1919, 1.387312650680542], [9862, 1.4215575456619263], [1824, 1.4342610836029053], [4732, 1.4361350536346436], [603, 1.4535057544708252]]","[[1919, 1.387312650680542], [9862, 1.4215575456619263], [1824, 1.4342610836029053], [4732, 1.4361350536346436], [603, 1.4535057544708252], [3673, 1.4542099237442017], [2661, 1.4642179012298584], [8315, 1.4663803577423096], [4080, 1.4747308492660522], [8927, 1.4862995147705078]]","[[1919, 1.387312650680542], [9862, 1.4215575456619263], [1824, 1.4342610836029053], [4732, 1.4361350536346436], [603, 1.4535057544708252], [3673, 1.4542099237442017], [2661, 1.4642179012298584], [8315, 1.4663803577423096], [4080, 1.4747308492660522], [8927, 1.4862995147705078]]"
842,4 animated guys flying in flight,842,"[[9133, 1.4052542448043823]]","[[9133, 1.4052542448043823], [9116, 1.4328174591064453], [5362, 1.45354425907135], [9584, 1.4566974639892578], [7998, 1.457458257675171]]","[[9133, 1.4052542448043823], [9116, 1.4328174591064453], [5362, 1.45354425907135], [9584, 1.4566974639892578], [7998, 1.457458257675171], [923, 1.4576125144958496], [9981, 1.45991051197052], [6331, 1.461653232574463], [1044, 1.463481068611145], [2825, 1.4678326845169067]]","[[9133, 1.4052542448043823], [9116, 1.4328174591064453], [5362, 1.45354425907135], [9584, 1.4566974639892578], [7998, 1.457458257675171], [923, 1.4576125144958496], [9981, 1.45991051197052], [6331, 1.461653232574463], [1044, 1.463481068611145], [2825, 1.4678326845169067]]"
1429,6 different men are having a discussion,1429,"[[1429, 1.3548164367675781]]","[[1429, 1.3548164367675781], [906, 1.458310842514038], [8529, 1.4687132835388184], [2661, 1.4693198204040527], [1259, 1.469998836517334]]","[[1429, 1.3548164367675781], [906, 1.458310842514038], [8529, 1.4687132835388184], [2661, 1.4693198204040527], [1259, 1.469998836517334], [4222, 1.4722836017608643], [878, 1.480879306793213], [7666, 1.4893304109573364], [313, 1.4909013509750366], [4947, 1.490989327430725]]","[[1429, 1.3548164367675781], [906, 1.458310842514038], [8529, 1.4687132835388184], [2661, 1.4693198204040527], [1259, 1.469998836517334], [4222, 1.4722836017608643], [878, 1.480879306793213], [7666, 1.4893304109573364], [313, 1.4909013509750366], [4947, 1.490989327430725]]"
4948,3d video of a house plan,4948,"[[3991, 1.452717661857605]]","[[3991, 1.452717661857605], [4622, 1.4921947717666626], [8426, 1.5080807209014893], [1917, 1.5110323429107666], [1481, 1.5110591650009155]]","[[3991, 1.452717661857605], [4622, 1.4921947717666626], [8426, 1.5080807209014893], [1917, 1.5110323429107666], [1481, 1.5110591650009155], [465, 1.517264485359192], [4306, 1.5206444263458252], [3236, 1.533577799797058], [171, 1.537297248840332], [4950, 1.538096308708191]]","[[3991, 1.452717661857605], [4622, 1.4921947717666626], [8426, 1.5080807209014893], [1917, 1.5110323429107666], [1481, 1.5110591650009155], [465, 1.517264485359192], [4306, 1.5206444263458252], [3236, 1.533577799797058], [171, 1.537297248840332], [4950, 1.538096308708191]]"
4622,3d text is displayed over a background,4622,"[[7242, 1.4180822372436523]]","[[7242, 1.4180822372436523], [7046, 1.4193247556686401], [344, 1.4304428100585938], [8716, 1.4345331192016602], [7103, 1.4443063735961914]]","[[7242, 1.4180822372436523], [7046, 1.4193247556686401], [344, 1.4304428100585938], [8716, 1.4345331192016602], [7103, 1.4443063735961914], [8611, 1.4454597234725952], [7336, 1.4457694292068481], [5502, 1.4474016427993774], [80, 1.4504480361938477], [1762, 1.4538081884384155]]","[[7242, 1.4180822372436523], [7046, 1.4193247556686401], [344, 1.4304428100585938], [8716, 1.4345331192016602], [7103, 1.4443063735961914], [8611, 1.4454597234725952], [7336, 1.4457694292068481], [5502, 1.4474016427993774], [80, 1.4504480361938477], [1762, 1.4538081884384155]]"
3770,3d rendered my little ponies sing an auto-tuned song,3770,"[[7024, 1.4402371644973755]]","[[7024, 1.4402371644973755], [7185, 1.4464468955993652], [4597, 1.4565001726150513], [4908, 1.470439076423645], [2473, 1.4716360569000244]]","[[7024, 1.4402371644973755], [7185, 1.4464468955993652], [4597, 1.4565001726150513], [4908, 1.470439076423645], [2473, 1.4716360569000244], [6328, 1.472158670425415], [528, 1.4760618209838867], [9805, 1.4801135063171387], [1655, 1.4801695346832275], [6429, 1.4870266914367676]]","[[7024, 1.4402371644973755], [7185, 1.4464468955993652], [4597, 1.4565001726150513], [4908, 1.470439076423645], [2473, 1.4716360569000244], [6328, 1.472158670425415], [528, 1.4760618209838867], [9805, 1.4801135063171387], [1655, 1.4801695346832275], [6429, 1.4870266914367676]]"
507,3d golf game walk through with comments,507,"[[4037, 1.336733102798462]]","[[4037, 1.336733102798462], [4501, 1.3372724056243896], [1651, 1.3375197649002075], [507, 1.345592975616455], [6731, 1.3583645820617676]]","[[4037, 1.336733102798462], [4501, 1.3372724056243896], [1651, 1.3375197649002075], [507, 1.345592975616455], [6731, 1.3583645820617676], [7001, 1.358372449874878], [7771, 1.364332914352417], [1014, 1.3744457960128784], [2597, 1.407362699508667], [6841, 1.4311606884002686]]","[[4037, 1.336733102798462], [4501, 1.3372724056243896], [1651, 1.3375197649002075], [507, 1.345592975616455], [6731, 1.3583645820617676], [7001, 1.358372449874878], [7771, 1.364332914352417], [1014, 1.3744457960128784], [2597, 1.407362699508667], [6841, 1.4311606884002686]]"
1701,3d fighting video game preview,1701,"[[557, 1.443835735321045]]","[[557, 1.443835735321045], [2135, 1.4438743591308594], [3680, 1.4489670991897583], [3846, 1.4501855373382568], [5559, 1.4509828090667725]]","[[557, 1.443835735321045], [2135, 1.4438743591308594], [3680, 1.4489670991897583], [3846, 1.4501855373382568], [5559, 1.4509828090667725], [128, 1.455338954925537], [4976, 1.4571677446365356], [6422, 1.4571818113327026], [4344, 1.460537314414978], [3062, 1.4619140625]]","[[557, 1.443835735321045], [2135, 1.4438743591308594], [3680, 1.4489670991897583], [3846, 1.4501855373382568], [5559, 1.4509828090667725], [128, 1.455338954925537], [4976, 1.4571677446365356], [6422, 1.4571818113327026], [4344, 1.460537314414978], [3062, 1.4619140625]]"
4976,3d cinematic fight scene with magic and medieval weapons,4976,"[[2614, 1.421438455581665]]","[[2614, 1.421438455581665], [5155, 1.43936026096344], [4976, 1.441870927810669], [4690, 1.447306513786316], [7879, 1.4579614400863647]]","[[2614, 1.421438455581665], [5155, 1.43936026096344], [4976, 1.441870927810669], [4690, 1.447306513786316], [7879, 1.4579614400863647], [6258, 1.4591574668884277], [8680, 1.462068796157837], [9291, 1.4641907215118408], [187, 1.4684233665466309], [557, 1.4693535566329956]]","[[2614, 1.421438455581665], [5155, 1.43936026096344], [4976, 1.441870927810669], [4690, 1.447306513786316], [7879, 1.4579614400863647], [6258, 1.4591574668884277], [8680, 1.462068796157837], [9291, 1.4641907215118408], [187, 1.4684233665466309], [557, 1.4693535566329956]]"
267,3d characters play on the playground,267,"[[267, 1.415467381477356]]","[[267, 1.415467381477356], [3880, 1.440003752708435], [5481, 1.4558943510055542], [6737, 1.4608328342437744], [1618, 1.4721461534500122]]","[[267, 1.415467381477356], [3880, 1.440003752708435], [5481, 1.4558943510055542], [6737, 1.4608328342437744], [1618, 1.4721461534500122], [4332, 1.4728012084960938], [7329, 1.4733006954193115], [9092, 1.473983883857727], [2957, 1.4772480726242065], [3756, 1.4774495363235474]]","[[267, 1.415467381477356], [3880, 1.440003752708435], [5481, 1.4558943510055542], [6737, 1.4608328342437744], [1618, 1.4721461534500122], [4332, 1.4728012084960938], [7329, 1.4733006954193115], [9092, 1.473983883857727], [2957, 1.4772480726242065], [3756, 1.4774495363235474]]"
4635,3d video game walk through,4635,"[[9795, 1.436179518699646]]","[[9795, 1.436179518699646], [6491, 1.4544445276260376], [6841, 1.4598952531814575], [4809, 1.4616422653198242], [8972, 1.4667249917984009]]","[[9795, 1.436179518699646], [6491, 1.4544445276260376], [6841, 1.4598952531814575], [4809, 1.4616422653198242], [8972, 1.4667249917984009], [3135, 1.467545986175537], [3991, 1.4682546854019165], [4462, 1.4704639911651611], [8898, 1.4746196269989014], [9597, 1.4764080047607422]]","[[9795, 1.436179518699646], [6491, 1.4544445276260376], [6841, 1.4598952531814575], [4809, 1.4616422653198242], [8972, 1.4667249917984009], [3135, 1.467545986175537], [3991, 1.4682546854019165], [4462, 1.4704639911651611], [8898, 1.4746196269989014], [9597, 1.4764080047607422]]"
1558,a  stout boy is explaining somethign with hand and facial expresion,1558,"[[4867, 1.4030641317367554]]","[[4867, 1.4030641317367554], [1143, 1.431746006011963], [4428, 1.4414265155792236], [2484, 1.4415204524993896], [3377, 1.442428469657898]]","[[4867, 1.4030641317367554], [1143, 1.431746006011963], [4428, 1.4414265155792236], [2484, 1.4415204524993896], [3377, 1.442428469657898], [2747, 1.4428857564926147], [452, 1.4477741718292236], [9728, 1.4487918615341187], [6807, 1.449755311012268], [2077, 1.4509737491607666]]","[[4867, 1.4030641317367554], [1143, 1.431746006011963], [4428, 1.4414265155792236], [2484, 1.4415204524993896], [3377, 1.442428469657898], [2747, 1.4428857564926147], [452, 1.4477741718292236], [9728, 1.4487918615341187], [6807, 1.449755311012268], [2077, 1.4509737491607666]]"
332,a  yellow cartoon bird talks with another animal,332,"[[8385, 1.4141314029693604]]","[[8385, 1.4141314029693604], [6781, 1.437005877494812], [3417, 1.4434341192245483], [8183, 1.4501692056655884], [3300, 1.4556500911712646]]","[[8385, 1.4141314029693604], [6781, 1.437005877494812], [3417, 1.4434341192245483], [8183, 1.4501692056655884], [3300, 1.4556500911712646], [6501, 1.4584102630615234], [2653, 1.462054967880249], [376, 1.463296890258789], [1851, 1.4707508087158203], [9941, 1.4708373546600342]]","[[8385, 1.4141314029693604], [6781, 1.437005877494812], [3417, 1.4434341192245483], [8183, 1.4501692056655884], [3300, 1.4556500911712646], [6501, 1.4584102630615234], [2653, 1.462054967880249], [376, 1.463296890258789], [1851, 1.4707508087158203], [9941, 1.4708373546600342]]"
2985,a  video of a man and a flyroll,2985,"[[4930, 1.4665813446044922]]","[[4930, 1.4665813446044922], [6794, 1.4713797569274902], [1968, 1.4717817306518555], [1572, 1.4744791984558105], [9302, 1.4749799966812134]]","[[4930, 1.4665813446044922], [6794, 1.4713797569274902], [1968, 1.4717817306518555], [1572, 1.4744791984558105], [9302, 1.4749799966812134], [5561, 1.475540041923523], [7541, 1.4756916761398315], [8267, 1.4761358499526978], [4740, 1.4782178401947021], [5324, 1.4816070795059204]]","[[4930, 1.4665813446044922], [6794, 1.4713797569274902], [1968, 1.4717817306518555], [1572, 1.4744791984558105], [9302, 1.4749799966812134], [5561, 1.475540041923523], [7541, 1.4756916761398315], [8267, 1.4761358499526978], [4740, 1.4782178401947021], [5324, 1.4816070795059204]]"
6491,a a let s player playing garry s mod as luigi with friends,6491,"[[5215, 1.3757622241973877]]","[[5215, 1.3757622241973877], [2688, 1.3811428546905518], [6491, 1.3939710855484009], [4156, 1.416692852973938], [1887, 1.4211485385894775]]","[[5215, 1.3757622241973877], [2688, 1.3811428546905518], [6491, 1.3939710855484009], [4156, 1.416692852973938], [1887, 1.4211485385894775], [8972, 1.4218261241912842], [2828, 1.4240508079528809], [9487, 1.453679084777832], [7496, 1.4549174308776855], [2905, 1.4563974142074585]]","[[5215, 1.3757622241973877], [2688, 1.3811428546905518], [6491, 1.3939710855484009], [4156, 1.416692852973938], [1887, 1.4211485385894775], [8972, 1.4218261241912842], [2828, 1.4240508079528809], [9487, 1.453679084777832], [7496, 1.4549174308776855], [2905, 1.4563974142074585]]"
