video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
2636,wrestlers are wrestling on a stage,2636,"[[1007, 1.4530930519104004]]","[[1007, 1.4530930519104004], [8440, 1.4561768770217896], [8279, 1.461392879486084], [743, 1.4620475769042969], [3556, 1.4622020721435547]]","[[1007, 1.4530930519104004], [8440, 1.4561768770217896], [8279, 1.461392879486084], [743, 1.4620475769042969], [3556, 1.4622020721435547], [8641, 1.4622021913528442], [8763, 1.4623236656188965], [4087, 1.4634616374969482], [4778, 1.463550090789795], [1628, 1.4638519287109375]]","[[1007, 1.4530930519104004], [8440, 1.4561768770217896], [8279, 1.461392879486084], [743, 1.4620475769042969], [3556, 1.4622020721435547], [8641, 1.4622021913528442], [8763, 1.4623236656188965], [4087, 1.4634616374969482], [4778, 1.463550090789795], [1628, 1.4638519287109375]]"
2636,wrestling show on the ground,2636,"[[1007, 1.4223660230636597]]","[[1007, 1.4223660230636597], [8440, 1.4275723695755005], [8641, 1.431532382965088], [4774, 1.4357919692993164], [4778, 1.4376566410064697]]","[[1007, 1.4223660230636597], [8440, 1.4275723695755005], [8641, 1.431532382965088], [4774, 1.4357919692993164], [4778, 1.4376566410064697], [2212, 1.4398475885391235], [379, 1.4399259090423584], [2636, 1.440529704093933], [368, 1.440609097480774], [9847, 1.4412920475006104]]","[[1007, 1.4223660230636597], [8440, 1.4275723695755005], [8641, 1.431532382965088], [4774, 1.4357919692993164], [4778, 1.4376566410064697], [2212, 1.4398475885391235], [379, 1.4399259090423584], [2636, 1.440529704093933], [368, 1.440609097480774], [9847, 1.4412920475006104]]"
2636,wwe fight between hardy brothers,2636,"[[2636, 1.418981671333313]]","[[2636, 1.418981671333313], [4778, 1.4190709590911865], [4774, 1.4233615398406982], [743, 1.4241678714752197], [3544, 1.4275482892990112]]","[[2636, 1.418981671333313], [4778, 1.4190709590911865], [4774, 1.4233615398406982], [743, 1.4241678714752197], [3544, 1.4275482892990112], [368, 1.4386985301971436], [215, 1.442332148551941], [9166, 1.4439005851745605], [9847, 1.444394588470459], [2970, 1.4452159404754639]]","[[2636, 1.418981671333313], [4778, 1.4190709590911865], [4774, 1.4233615398406982], [743, 1.4241678714752197], [3544, 1.4275482892990112], [368, 1.4386985301971436], [215, 1.442332148551941], [9166, 1.4439005851745605], [9847, 1.444394588470459], [2970, 1.4452159404754639]]"
2636,people are wrestling in a ring,2636,"[[4778, 1.4082980155944824]]","[[4778, 1.4082980155944824], [9847, 1.417535662651062], [8440, 1.4193611145019531], [9636, 1.424569010734558], [8279, 1.4268258810043335]]","[[4778, 1.4082980155944824], [9847, 1.417535662651062], [8440, 1.4193611145019531], [9636, 1.424569010734558], [8279, 1.4268258810043335], [4774, 1.4281482696533203], [368, 1.4283537864685059], [1007, 1.4290547370910645], [743, 1.4292800426483154], [2636, 1.4294073581695557]]","[[4778, 1.4082980155944824], [9847, 1.417535662651062], [8440, 1.4193611145019531], [9636, 1.424569010734558], [8279, 1.4268258810043335], [4774, 1.4281482696533203], [368, 1.4283537864685059], [1007, 1.4290547370910645], [743, 1.4292800426483154], [2636, 1.4294073581695557]]"
2636,a man gets hit in the face with a chair during a wwf wrestling match,2636,"[[2636, 1.3602731227874756]]","[[2636, 1.3602731227874756], [4774, 1.3791619539260864], [9847, 1.3864306211471558], [9636, 1.399008870124817], [8279, 1.408244013786316]]","[[2636, 1.3602731227874756], [4774, 1.3791619539260864], [9847, 1.3864306211471558], [9636, 1.399008870124817], [8279, 1.408244013786316], [9166, 1.4213165044784546], [1007, 1.4229460954666138], [1761, 1.4317041635513306], [4942, 1.4318201541900635], [4778, 1.4341152906417847]]","[[2636, 1.3602731227874756], [4774, 1.3791619539260864], [9847, 1.3864306211471558], [9636, 1.399008870124817], [8279, 1.408244013786316], [9166, 1.4213165044784546], [1007, 1.4229460954666138], [1761, 1.4317041635513306], [4942, 1.4318201541900635], [4778, 1.4341152906417847]]"
4311,a person is explaining something,4311,"[[4242, 1.492103934288025]]","[[4242, 1.492103934288025], [6415, 1.5018973350524902], [8060, 1.5108928680419922], [5002, 1.51104736328125], [5671, 1.5171959400177002]]","[[4242, 1.492103934288025], [6415, 1.5018973350524902], [8060, 1.5108928680419922], [5002, 1.51104736328125], [5671, 1.5171959400177002], [878, 1.5178008079528809], [2298, 1.5225056409835815], [8386, 1.524167776107788], [6104, 1.5245473384857178], [8416, 1.5246002674102783]]","[[4242, 1.492103934288025], [6415, 1.5018973350524902], [8060, 1.5108928680419922], [5002, 1.51104736328125], [5671, 1.5171959400177002], [878, 1.5178008079528809], [2298, 1.5225056409835815], [8386, 1.524167776107788], [6104, 1.5245473384857178], [8416, 1.5246002674102783]]"
4311,amateur video of a wrestling match,4311,"[[5689, 1.4335631132125854]]","[[5689, 1.4335631132125854], [3206, 1.4345762729644775], [252, 1.4383782148361206], [8603, 1.4392094612121582], [3284, 1.4399598836898804]]","[[5689, 1.4335631132125854], [3206, 1.4345762729644775], [252, 1.4383782148361206], [8603, 1.4392094612121582], [3284, 1.4399598836898804], [7258, 1.4416029453277588], [7628, 1.4424580335617065], [8042, 1.444865345954895], [4559, 1.4487570524215698], [959, 1.4488455057144165]]","[[5689, 1.4335631132125854], [3206, 1.4345762729644775], [252, 1.4383782148361206], [8603, 1.4392094612121582], [3284, 1.4399598836898804], [7258, 1.4416029453277588], [7628, 1.4424580335617065], [8042, 1.444865345954895], [4559, 1.4487570524215698], [959, 1.4488455057144165]]"
4311,men are playing sports,4311,"[[4187, 1.4559956789016724]]","[[4187, 1.4559956789016724], [2120, 1.468131184577942], [2959, 1.470245122909546], [795, 1.473297357559204], [647, 1.4738972187042236]]","[[4187, 1.4559956789016724], [2120, 1.468131184577942], [2959, 1.470245122909546], [795, 1.473297357559204], [647, 1.4738972187042236], [9599, 1.474348545074463], [1930, 1.4753122329711914], [1347, 1.4790772199630737], [6541, 1.482034683227539], [6053, 1.4822924137115479]]","[[4187, 1.4559956789016724], [2120, 1.468131184577942], [2959, 1.470245122909546], [795, 1.473297357559204], [647, 1.4738972187042236], [9599, 1.474348545074463], [1930, 1.4753122329711914], [1347, 1.4790772199630737], [6541, 1.482034683227539], [6053, 1.4822924137115479]]"
4311,two guys wrestling in a competition,4311,"[[3212, 1.4324901103973389]]","[[3212, 1.4324901103973389], [959, 1.434302568435669], [3685, 1.4349486827850342], [3633, 1.435046672821045], [5689, 1.4362306594848633]]","[[3212, 1.4324901103973389], [959, 1.434302568435669], [3685, 1.4349486827850342], [3633, 1.435046672821045], [5689, 1.4362306594848633], [5361, 1.4366774559020996], [4311, 1.4367461204528809], [3284, 1.4372694492340088], [5760, 1.4377237558364868], [252, 1.4385581016540527]]","[[3212, 1.4324901103973389], [959, 1.434302568435669], [3685, 1.4349486827850342], [3633, 1.435046672821045], [5689, 1.4362306594848633], [5361, 1.4366774559020996], [4311, 1.4367461204528809], [3284, 1.4372694492340088], [5760, 1.4377237558364868], [252, 1.4385581016540527]]"
4311,two mans fight with each other,4311,"[[5612, 1.4503614902496338]]","[[5612, 1.4503614902496338], [4121, 1.4604631662368774], [7979, 1.4715590476989746], [910, 1.4718677997589111], [7211, 1.4755666255950928]]","[[5612, 1.4503614902496338], [4121, 1.4604631662368774], [7979, 1.4715590476989746], [910, 1.4718677997589111], [7211, 1.4755666255950928], [4262, 1.4760890007019043], [3466, 1.4761110544204712], [155, 1.480711817741394], [3829, 1.4820241928100586], [2534, 1.4878915548324585]]","[[5612, 1.4503614902496338], [4121, 1.4604631662368774], [7979, 1.4715590476989746], [910, 1.4718677997589111], [7211, 1.4755666255950928], [4262, 1.4760890007019043], [3466, 1.4761110544204712], [155, 1.480711817741394], [3829, 1.4820241928100586], [2534, 1.4878915548324585]]"
4311,two men are wrestling,4311,"[[4778, 1.442009687423706]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038], [1017, 1.4621717929840088], [8440, 1.4680228233337402], [368, 1.468587040901184], [8279, 1.4693481922149658], [3544, 1.4701037406921387]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038], [1017, 1.4621717929840088], [8440, 1.4680228233337402], [368, 1.468587040901184], [8279, 1.4693481922149658], [3544, 1.4701037406921387]]"
4311,two men are wrestling,4311,"[[4778, 1.442009687423706]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038], [1017, 1.4621717929840088], [8440, 1.4680228233337402], [368, 1.468587040901184], [8279, 1.4693481922149658], [3544, 1.4701037406921387]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038], [1017, 1.4621717929840088], [8440, 1.4680228233337402], [368, 1.468587040901184], [8279, 1.4693481922149658], [3544, 1.4701037406921387]]"
4311,two men wrestle,4311,"[[4778, 1.4422414302825928]]","[[4778, 1.4422414302825928], [3212, 1.4480705261230469], [3633, 1.450714111328125], [8470, 1.4508315324783325], [2212, 1.452863335609436]]","[[4778, 1.4422414302825928], [3212, 1.4480705261230469], [3633, 1.450714111328125], [8470, 1.4508315324783325], [2212, 1.452863335609436], [4311, 1.453082799911499], [3685, 1.4535377025604248], [2213, 1.4546200037002563], [8823, 1.4552109241485596], [959, 1.4557254314422607]]","[[4778, 1.4422414302825928], [3212, 1.4480705261230469], [3633, 1.450714111328125], [8470, 1.4508315324783325], [2212, 1.452863335609436], [4311, 1.453082799911499], [3685, 1.4535377025604248], [2213, 1.4546200037002563], [8823, 1.4552109241485596], [959, 1.4557254314422607]]"
4311,two men wrestle,4311,"[[4778, 1.4422414302825928]]","[[4778, 1.4422414302825928], [3212, 1.4480705261230469], [3633, 1.450714111328125], [8470, 1.4508315324783325], [2212, 1.452863335609436]]","[[4778, 1.4422414302825928], [3212, 1.4480705261230469], [3633, 1.450714111328125], [8470, 1.4508315324783325], [2212, 1.452863335609436], [4311, 1.453082799911499], [3685, 1.4535377025604248], [2213, 1.4546200037002563], [8823, 1.4552109241485596], [959, 1.4557254314422607]]","[[4778, 1.4422414302825928], [3212, 1.4480705261230469], [3633, 1.450714111328125], [8470, 1.4508315324783325], [2212, 1.452863335609436], [4311, 1.453082799911499], [3685, 1.4535377025604248], [2213, 1.4546200037002563], [8823, 1.4552109241485596], [959, 1.4557254314422607]]"
4311,two people are wrestling,4311,"[[4778, 1.4430638551712036]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297], [8440, 1.4619932174682617], [1017, 1.46383535861969], [4774, 1.4641302824020386], [8279, 1.466659665107727], [8641, 1.466668963432312]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297], [8440, 1.4619932174682617], [1017, 1.46383535861969], [4774, 1.4641302824020386], [8279, 1.466659665107727], [8641, 1.466668963432312]]"
4311,two people are wrestling,4311,"[[4778, 1.4430638551712036]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297], [8440, 1.4619932174682617], [1017, 1.46383535861969], [4774, 1.4641302824020386], [8279, 1.466659665107727], [8641, 1.466668963432312]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297], [8440, 1.4619932174682617], [1017, 1.46383535861969], [4774, 1.4641302824020386], [8279, 1.466659665107727], [8641, 1.466668963432312]]"
4311,two people wrestling for spectators,4311,"[[3206, 1.435409426689148]]","[[3206, 1.435409426689148], [600, 1.437678337097168], [5689, 1.4377233982086182], [252, 1.437800407409668], [3685, 1.4390679597854614]]","[[3206, 1.435409426689148], [600, 1.437678337097168], [5689, 1.4377233982086182], [252, 1.437800407409668], [3685, 1.4390679597854614], [3633, 1.4397687911987305], [3212, 1.441178321838379], [3284, 1.4412871599197388], [6399, 1.4417929649353027], [4311, 1.4446680545806885]]","[[3206, 1.435409426689148], [600, 1.437678337097168], [5689, 1.4377233982086182], [252, 1.437800407409668], [3685, 1.4390679597854614], [3633, 1.4397687911987305], [3212, 1.441178321838379], [3284, 1.4412871599197388], [6399, 1.4417929649353027], [4311, 1.4446680545806885]]"
4311,two people wrestling,4311,"[[4778, 1.4509165287017822]]","[[4778, 1.4509165287017822], [5612, 1.4580739736557007], [1007, 1.4587078094482422], [743, 1.4606629610061646], [2212, 1.464132308959961]]","[[4778, 1.4509165287017822], [5612, 1.4580739736557007], [1007, 1.4587078094482422], [743, 1.4606629610061646], [2212, 1.464132308959961], [8641, 1.4667870998382568], [7604, 1.468066692352295], [8440, 1.468280553817749], [2041, 1.4697890281677246], [1017, 1.4708812236785889]]","[[4778, 1.4509165287017822], [5612, 1.4580739736557007], [1007, 1.4587078094482422], [743, 1.4606629610061646], [2212, 1.464132308959961], [8641, 1.4667870998382568], [7604, 1.468066692352295], [8440, 1.468280553817749], [2041, 1.4697890281677246], [1017, 1.4708812236785889]]"
4311,two wrestlers grapple on a mat,4311,"[[5689, 1.4360848665237427]]","[[5689, 1.4360848665237427], [3685, 1.4363932609558105], [3633, 1.4431263208389282], [8603, 1.443326473236084], [3212, 1.4443503618240356]]","[[5689, 1.4360848665237427], [3685, 1.4363932609558105], [3633, 1.4431263208389282], [8603, 1.443326473236084], [3212, 1.4443503618240356], [7258, 1.4452462196350098], [4559, 1.4464401006698608], [8823, 1.446705937385559], [5123, 1.446861982345581], [8470, 1.4469419717788696]]","[[5689, 1.4360848665237427], [3685, 1.4363932609558105], [3633, 1.4431263208389282], [8603, 1.443326473236084], [3212, 1.4443503618240356], [7258, 1.4452462196350098], [4559, 1.4464401006698608], [8823, 1.446705937385559], [5123, 1.446861982345581], [8470, 1.4469419717788696]]"
4311,young men in uniform are wrestling at a high school wrestling match,4311,"[[3206, 1.4083179235458374]]","[[3206, 1.4083179235458374], [7628, 1.4243273735046387], [7258, 1.425492286682129], [8603, 1.4257726669311523], [3284, 1.4301862716674805]]","[[3206, 1.4083179235458374], [7628, 1.4243273735046387], [7258, 1.425492286682129], [8603, 1.4257726669311523], [3284, 1.4301862716674805], [5475, 1.430903434753418], [491, 1.4319792985916138], [1365, 1.434037685394287], [8042, 1.435244083404541], [6307, 1.4380930662155151]]","[[3206, 1.4083179235458374], [7628, 1.4243273735046387], [7258, 1.425492286682129], [8603, 1.4257726669311523], [3284, 1.4301862716674805], [5475, 1.430903434753418], [491, 1.4319792985916138], [1365, 1.434037685394287], [8042, 1.435244083404541], [6307, 1.4380930662155151]]"
4311,two people are wrestling,4311,"[[4778, 1.4430638551712036]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297], [8440, 1.4619932174682617], [1017, 1.46383535861969], [4774, 1.4641302824020386], [8279, 1.466659665107727], [8641, 1.466668963432312]]","[[4778, 1.4430638551712036], [5612, 1.44847571849823], [1007, 1.4513843059539795], [743, 1.4555950164794922], [2212, 1.4569225311279297], [8440, 1.4619932174682617], [1017, 1.46383535861969], [4774, 1.4641302824020386], [8279, 1.466659665107727], [8641, 1.466668963432312]]"
4311,two men are wrestling,4311,"[[4778, 1.442009687423706]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038], [1017, 1.4621717929840088], [8440, 1.4680228233337402], [368, 1.468587040901184], [8279, 1.4693481922149658], [3544, 1.4701037406921387]]","[[4778, 1.442009687423706], [1007, 1.450890064239502], [743, 1.4535820484161377], [2212, 1.4552862644195557], [5612, 1.456601858139038], [1017, 1.4621717929840088], [8440, 1.4680228233337402], [368, 1.468587040901184], [8279, 1.4693481922149658], [3544, 1.4701037406921387]]"
4311,men are playing sports,4311,"[[4187, 1.4559956789016724]]","[[4187, 1.4559956789016724], [2120, 1.468131184577942], [2959, 1.470245122909546], [795, 1.473297357559204], [647, 1.4738972187042236]]","[[4187, 1.4559956789016724], [2120, 1.468131184577942], [2959, 1.470245122909546], [795, 1.473297357559204], [647, 1.4738972187042236], [9599, 1.474348545074463], [1930, 1.4753122329711914], [1347, 1.4790772199630737], [6541, 1.482034683227539], [6053, 1.4822924137115479]]","[[4187, 1.4559956789016724], [2120, 1.468131184577942], [2959, 1.470245122909546], [795, 1.473297357559204], [647, 1.4738972187042236], [9599, 1.474348545074463], [1930, 1.4753122329711914], [1347, 1.4790772199630737], [6541, 1.482034683227539], [6053, 1.4822924137115479]]"
